seq	abundance	similarity
M00967_43_000000000-A3JHG_1_2108_12771_22323	1	110
M00967_43_000000000-A3JHG_1_1105_26543_11900	1	51
M00967_43_000000000-A3JHG_1_1111_20161_19578	1	161
M00967_43_000000000-A3JHG_1_2107_3349_15148	1	275
M00967_43_000000000-A3JHG_1_2109_13889_10027	1	1263
M00967_43_000000000-A3JHG_1_2108_18028_17424	1	88
M00967_43_000000000-A3JHG_1_1107_11742_11386	1	1212
M00967_43_000000000-A3JHG_1_2104_22824_14648	27	1301
M00967_43_000000000-A3JHG_1_1103_9953_7889	2	1356
M00967_43_000000000-A3JHG_1_1113_17681_24784	1	54
M00967_43_000000000-A3JHG_1_1102_28785_19272	1	1
M00967_43_000000000-A3JHG_1_2113_11670_21430	1	147
M00967_43_000000000-A3JHG_1_2109_19398_20166	1	290
M00967_43_000000000-A3JHG_1_1101_4932_19352	1	57
M00967_43_000000000-A3JHG_1_2113_18251_8367	1	53
M00967_43_000000000-A3JHG_1_1108_6968_14237	1	490
M00967_43_000000000-A3JHG_1_2112_14002_28825	1	242
M00967_43_000000000-A3JHG_1_2103_27505_10912	1	60
M00967_43_000000000-A3JHG_1_2103_14695_25358	4	95
M00967_43_000000000-A3JHG_1_1111_19144_27511	1	824
M00967_43_000000000-A3JHG_1_2107_7627_15598	1	52
M00967_43_000000000-A3JHG_1_1113_22684_21129	1	62
M00967_43_000000000-A3JHG_1_2106_18955_27646	1	36
M00967_43_000000000-A3JHG_1_1108_23575_11133	1	36
M00967_43_000000000-A3JHG_1_1113_13926_14288	1	131
M00967_43_000000000-A3JHG_1_2104_13421_7083	1	1078
M00967_43_000000000-A3JHG_1_2106_19311_3651	1	24
M00967_43_000000000-A3JHG_1_1114_25634_13893	1	1114
M00967_43_000000000-A3JHG_1_2111_26891_13734	2	393
M00967_43_000000000-A3JHG_1_1114_3312_20246	1	13
M00967_43_000000000-A3JHG_1_1112_6250_9759	1	550
M00967_43_000000000-A3JHG_1_2114_14147_6859	1	203
M00967_43_000000000-A3JHG_1_1111_15637_23152	1	853
M00967_43_000000000-A3JHG_1_2112_25240_22926	1	473
M00967_43_000000000-A3JHG_1_2110_13298_25616	1	73
M00967_43_000000000-A3JHG_1_1113_22051_8647	1	985
M00967_43_000000000-A3JHG_1_2101_7397_12697	1	711
M00967_43_000000000-A3JHG_1_1112_24291_17938	7	650
M00967_43_000000000-A3JHG_1_2114_8468_11460	1	498
M00967_43_000000000-A3JHG_1_2105_24190_19764	1	469
M00967_43_000000000-A3JHG_1_1102_14294_2525	1	1218
M00967_43_000000000-A3JHG_1_2105_16020_22926	1	513
M00967_43_000000000-A3JHG_1_2101_16474_12783	1	1256
M00967_43_000000000-A3JHG_1_2112_8416_13150	2	12
M00967_43_000000000-A3JHG_1_2102_19782_11205	1	1473
M00967_43_000000000-A3JHG_1_2101_17228_24575	1	254
M00967_43_000000000-A3JHG_1_1105_17500_21616	1	990
M00967_43_000000000-A3JHG_1_2108_16512_24978	1	192
M00967_43_000000000-A3JHG_1_2109_12647_27777	1	211
M00967_43_000000000-A3JHG_1_2114_17513_19478	1	202
M00967_43_000000000-A3JHG_1_1103_6254_9959	2	390
M00967_43_000000000-A3JHG_1_1112_28922_15486	1	825
M00967_43_000000000-A3JHG_1_1106_10225_11758	1	674
M00967_43_000000000-A3JHG_1_2113_13819_19256	1	250
M00967_43_000000000-A3JHG_1_1113_11380_8131	1	413
M00967_43_000000000-A3JHG_1_2104_16475_7556	1	36
M00967_43_000000000-A3JHG_1_2102_16650_2011	1	1398
M00967_43_000000000-A3JHG_1_2103_11217_14872	1	84
M00967_43_000000000-A3JHG_1_1112_7407_17128	1	61
M00967_43_000000000-A3JHG_1_2112_27386_16906	1	154
M00967_43_000000000-A3JHG_1_1110_15425_13753	2	97
M00967_43_000000000-A3JHG_1_1109_20534_7375	1	57
M00967_43_000000000-A3JHG_1_1103_10400_8187	1	236
M00967_43_000000000-A3JHG_1_1113_6841_9353	1	550
M00967_43_000000000-A3JHG_1_1111_14214_9528	1	37
M00967_43_000000000-A3JHG_1_1114_22686_5056	1	829
M00967_43_000000000-A3JHG_1_1108_7588_15782	7	33
M00967_43_000000000-A3JHG_1_2103_13363_5689	1	1125
M00967_43_000000000-A3JHG_1_1114_13201_9116	1	156
M00967_43_000000000-A3JHG_1_2114_11471_18525	1	674
M00967_43_000000000-A3JHG_1_2106_26602_6903	11	550
M00967_43_000000000-A3JHG_1_1112_16606_24766	5	447
M00967_43_000000000-A3JHG_1_2102_29094_11850	1	16
M00967_43_000000000-A3JHG_1_2102_8116_16895	1	24
M00967_43_000000000-A3JHG_1_1109_17926_9264	2	716
M00967_43_000000000-A3JHG_1_1113_21409_23801	1	239
M00967_43_000000000-A3JHG_1_2110_19282_20548	1	976
M00967_43_000000000-A3JHG_1_1111_14495_4381	1	65
M00967_43_000000000-A3JHG_1_1101_13609_10025	1	440
M00967_43_000000000-A3JHG_1_1104_28662_17074	1	1506
M00967_43_000000000-A3JHG_1_1110_11462_14965	1	388
M00967_43_000000000-A3JHG_1_1104_9212_5791	1	917
M00967_43_000000000-A3JHG_1_2110_5208_6596	2	1019
M00967_43_000000000-A3JHG_1_1105_26231_21197	1	55
M00967_43_000000000-A3JHG_1_2103_19863_3224	2	230
M00967_43_000000000-A3JHG_1_1104_22586_15526	2	43
M00967_43_000000000-A3JHG_1_2104_5477_13371	1	78
M00967_43_000000000-A3JHG_1_2113_21249_7964	1	0
M00967_43_000000000-A3JHG_1_1108_13402_18823	1	18
M00967_43_000000000-A3JHG_1_1114_5788_19276	1	77
M00967_43_000000000-A3JHG_1_2108_8469_10306	1	42
M00967_43_000000000-A3JHG_1_1111_10740_17903	1	278
M00967_43_000000000-A3JHG_1_2112_27873_17197	1	1403
M00967_43_000000000-A3JHG_1_1114_20540_21991	1	0
M00967_43_000000000-A3JHG_1_2111_10681_13005	1	58
M00967_43_000000000-A3JHG_1_1109_24524_6888	1	544
M00967_43_000000000-A3JHG_1_2101_21004_13712	1	3
M00967_43_000000000-A3JHG_1_2102_12762_10369	1	8
M00967_43_000000000-A3JHG_1_2102_18465_14732	1	39
M00967_43_000000000-A3JHG_1_2105_20345_10818	1	536
M00967_43_000000000-A3JHG_1_2102_22690_10188	1	46
M00967_43_000000000-A3JHG_1_2111_17151_4307	1	1398
M00967_43_000000000-A3JHG_1_2108_17109_22760	1	23
M00967_43_000000000-A3JHG_1_2106_11795_3852	1	1
M00967_43_000000000-A3JHG_1_1111_6889_7810	1	90
M00967_43_000000000-A3JHG_1_1113_13308_2759	1	31
M00967_43_000000000-A3JHG_1_2108_15290_15803	1	215
M00967_43_000000000-A3JHG_1_2104_14599_23966	1	58
M00967_43_000000000-A3JHG_1_1108_13172_6612	1	47
M00967_43_000000000-A3JHG_1_2110_21898_14839	1	84
M00967_43_000000000-A3JHG_1_1114_5282_16953	1	296
M00967_43_000000000-A3JHG_1_1113_26644_22798	1	4
M00967_43_000000000-A3JHG_1_1111_24684_8854	1	78
M00967_43_000000000-A3JHG_1_1113_8526_12959	1	57
M00967_43_000000000-A3JHG_1_2105_20998_5163	1	506
M00967_43_000000000-A3JHG_1_2113_15850_5083	1	916
M00967_43_000000000-A3JHG_1_1112_15081_1419	1	194
M00967_43_000000000-A3JHG_1_1101_19056_20633	3	233
M00967_43_000000000-A3JHG_1_1111_24162_6561	1	60
M00967_43_000000000-A3JHG_1_1106_19005_7881	1	1205
M00967_43_000000000-A3JHG_1_2109_18303_8941	1	56
M00967_43_000000000-A3JHG_1_2104_12887_5436	1	1090
M00967_43_000000000-A3JHG_1_1112_10231_22518	3	82
M00967_43_000000000-A3JHG_1_1103_13015_4913	1	168
M00967_43_000000000-A3JHG_1_1109_6773_23300	1	0
M00967_43_000000000-A3JHG_1_2106_9036_7952	1	1415
M00967_43_000000000-A3JHG_1_1111_22590_13316	1	191
M00967_43_000000000-A3JHG_1_1109_12767_9170	1	27
M00967_43_000000000-A3JHG_1_1108_25554_23174	1	589
M00967_43_000000000-A3JHG_1_1111_11199_14366	1	67
M00967_43_000000000-A3JHG_1_1103_14890_4136	1	36
M00967_43_000000000-A3JHG_1_1106_22081_14949	1	77
M00967_43_000000000-A3JHG_1_2103_25355_10602	1	31
M00967_43_000000000-A3JHG_1_1105_24496_19314	1	62
M00967_43_000000000-A3JHG_1_1113_11978_16005	1	55
M00967_43_000000000-A3JHG_1_1107_17685_2856	1	1267
M00967_43_000000000-A3JHG_1_1114_11087_11498	1	1046
M00967_43_000000000-A3JHG_1_2102_21496_11762	1	38
M00967_43_000000000-A3JHG_1_2104_17518_12648	3	1422
M00967_43_000000000-A3JHG_1_1108_17415_16881	1	500
M00967_43_000000000-A3JHG_1_2112_16360_17521	8	53
M00967_43_000000000-A3JHG_1_2109_6472_13071	1	580
M00967_43_000000000-A3JHG_1_1110_26606_10487	6	197
M00967_43_000000000-A3JHG_1_1110_4511_22283	1	360
M00967_43_000000000-A3JHG_1_1106_22069_24796	1	56
M00967_43_000000000-A3JHG_1_2101_28411_14039	1	34
M00967_43_000000000-A3JHG_1_2102_10229_11892	1	116
M00967_43_000000000-A3JHG_1_2109_11707_24190	1	37
M00967_43_000000000-A3JHG_1_2114_10331_13144	1	1259
M00967_43_000000000-A3JHG_1_2103_17445_16642	1	1005
M00967_43_000000000-A3JHG_1_2105_12118_8163	2	40
M00967_43_000000000-A3JHG_1_1113_16737_21367	1	1393
M00967_43_000000000-A3JHG_1_1112_19689_6317	1	20
M00967_43_000000000-A3JHG_1_2101_19531_25296	1	985
M00967_43_000000000-A3JHG_1_1110_23085_22282	1	68
M00967_43_000000000-A3JHG_1_1107_28430_16835	1	1516
M00967_43_000000000-A3JHG_1_1114_8619_19494	1	21
M00967_43_000000000-A3JHG_1_1101_4616_21799	674	68
M00967_43_000000000-A3JHG_1_1104_8887_6643	1	230
M00967_43_000000000-A3JHG_1_2104_13824_19250	1	250
M00967_43_000000000-A3JHG_1_1114_27107_20689	1	35
M00967_43_000000000-A3JHG_1_1106_22794_20981	2	835
M00967_43_000000000-A3JHG_1_1101_19562_3721	1	1278
M00967_43_000000000-A3JHG_1_2108_9408_20313	1	825
M00967_43_000000000-A3JHG_1_1106_18846_19788	1	1255
M00967_43_000000000-A3JHG_1_2107_10778_7836	1	109
M00967_43_000000000-A3JHG_1_2106_7571_12358	1	608
M00967_43_000000000-A3JHG_1_1102_15707_26064	1	21
M00967_43_000000000-A3JHG_1_2112_7078_24704	1	1525
M00967_43_000000000-A3JHG_1_2106_10114_24081	1	128
M00967_43_000000000-A3JHG_1_1107_10210_13648	1064	101
M00967_43_000000000-A3JHG_1_1110_7240_15318	9	21
M00967_43_000000000-A3JHG_1_2101_12191_5032	1	456
M00967_43_000000000-A3JHG_1_2108_19920_14467	2	838
M00967_43_000000000-A3JHG_1_2103_18762_7597	1	41
M00967_43_000000000-A3JHG_1_1111_22975_14056	1	19
M00967_43_000000000-A3JHG_1_2110_15202_10992	1	236
M00967_43_000000000-A3JHG_1_1111_11708_8597	19	1107
M00967_43_000000000-A3JHG_1_1104_9651_18380	1	61
M00967_43_000000000-A3JHG_1_1101_8982_8374	1	506
M00967_43_000000000-A3JHG_1_2105_14605_6567	1	860
M00967_43_000000000-A3JHG_1_1113_17181_9042	1	260
M00967_43_000000000-A3JHG_1_1101_6593_14956	1	18
M00967_43_000000000-A3JHG_1_1111_3134_16323	1	214
M00967_43_000000000-A3JHG_1_1109_17632_10921	1	63
M00967_43_000000000-A3JHG_1_2106_22922_19802	1	828
M00967_43_000000000-A3JHG_1_2103_27497_15987	4	151
M00967_43_000000000-A3JHG_1_2111_6420_9792	7	907
M00967_43_000000000-A3JHG_1_2104_14692_28541	1	1092
M00967_43_000000000-A3JHG_1_2111_26393_21929	2	1094
M00967_43_000000000-A3JHG_1_1112_24075_15602	1	1397
M00967_43_000000000-A3JHG_1_1111_8052_7443	1	1268
M00967_43_000000000-A3JHG_1_1113_11512_5328	1	898
M00967_43_000000000-A3JHG_1_2107_14918_4498	1	2
M00967_43_000000000-A3JHG_1_2107_15096_6095	1	15
M00967_43_000000000-A3JHG_1_1111_25688_19633	1	0
M00967_43_000000000-A3JHG_1_1107_24563_19873	1	1564
M00967_43_000000000-A3JHG_1_1101_22318_7107	2	236
M00967_43_000000000-A3JHG_1_1107_9826_9715	142	39
M00967_43_000000000-A3JHG_1_2107_17804_9957	1	9
M00967_43_000000000-A3JHG_1_2101_10473_12784	1	46
M00967_43_000000000-A3JHG_1_1101_18626_15715	1	1408
M00967_43_000000000-A3JHG_1_1105_29205_15128	1	22
M00967_43_000000000-A3JHG_1_1110_29245_13338	1	45
M00967_43_000000000-A3JHG_1_1111_24475_7296	1	134
M00967_43_000000000-A3JHG_1_1108_15432_15295	1	134
M00967_43_000000000-A3JHG_1_1102_6196_19769	1	96
M00967_43_000000000-A3JHG_1_2106_20210_17131	1	712
M00967_43_000000000-A3JHG_1_1109_7610_13791	19	606
M00967_43_000000000-A3JHG_1_1101_17029_1739	1	1409
M00967_43_000000000-A3JHG_1_1113_16089_10145	1	1413
M00967_43_000000000-A3JHG_1_2113_7272_12221	4	66
M00967_43_000000000-A3JHG_1_1104_25125_10823	1	84
M00967_43_000000000-A3JHG_1_2105_5375_20452	2	992
M00967_43_000000000-A3JHG_1_2111_22768_14569	1	180
M00967_43_000000000-A3JHG_1_1111_14463_21038	1	722
M00967_43_000000000-A3JHG_1_2109_6132_21482	1	82
M00967_43_000000000-A3JHG_1_1113_12959_18864	1	505
M00967_43_000000000-A3JHG_1_1105_6313_25006	1	118
M00967_43_000000000-A3JHG_1_2101_28271_11271	1	56
M00967_43_000000000-A3JHG_1_1105_22720_9634	1	27
M00967_43_000000000-A3JHG_1_1113_15323_25556	1	819
M00967_43_000000000-A3JHG_1_2113_13479_21000	1	793
M00967_43_000000000-A3JHG_1_1102_14536_22650	2	82
M00967_43_000000000-A3JHG_1_1111_11072_9790	1	29
M00967_43_000000000-A3JHG_1_1106_27551_18640	1	41
M00967_43_000000000-A3JHG_1_1106_20230_2901	1	1416
M00967_43_000000000-A3JHG_1_1112_4112_9719	1	76
M00967_43_000000000-A3JHG_1_1101_20020_14209	1	196
M00967_43_000000000-A3JHG_1_1110_7994_5478	1	881
M00967_43_000000000-A3JHG_1_1114_24520_12533	1	37
M00967_43_000000000-A3JHG_1_1113_8336_11486	1	0
M00967_43_000000000-A3JHG_1_1110_26471_23434	2	44
M00967_43_000000000-A3JHG_1_2104_15393_14650	1	2
M00967_43_000000000-A3JHG_1_2112_7161_16138	1	880
M00967_43_000000000-A3JHG_1_2111_22522_16055	1	96
M00967_43_000000000-A3JHG_1_1106_8737_25452	1	550
M00967_43_000000000-A3JHG_1_2106_17332_22169	1	1409
M00967_43_000000000-A3JHG_1_2106_21089_13942	1	40
M00967_43_000000000-A3JHG_1_1111_16853_25597	1	173
M00967_43_000000000-A3JHG_1_1109_19239_15385	1	37
M00967_43_000000000-A3JHG_1_1106_23078_15419	1	5
M00967_43_000000000-A3JHG_1_2104_11792_21365	1	23
M00967_43_000000000-A3JHG_1_1111_28188_13725	1	74
M00967_43_000000000-A3JHG_1_1112_22736_6885	1	907
M00967_43_000000000-A3JHG_1_1109_17993_28161	1	29
M00967_43_000000000-A3JHG_1_1111_9126_12587	4	172
M00967_43_000000000-A3JHG_1_2108_20561_25641	1	1406
M00967_43_000000000-A3JHG_1_2113_16623_1458	2	51
M00967_43_000000000-A3JHG_1_1114_25025_23939	1	1413
M00967_43_000000000-A3JHG_1_2110_19095_25453	5	566
M00967_43_000000000-A3JHG_1_1110_16354_5756	1	252
M00967_43_000000000-A3JHG_1_1111_26713_11606	1	261
M00967_43_000000000-A3JHG_1_2114_8685_18736	1	48
M00967_43_000000000-A3JHG_1_2108_23847_20143	3	265
M00967_43_000000000-A3JHG_1_1110_20693_12198	1	331
M00967_43_000000000-A3JHG_1_2110_25757_16840	1	46
M00967_43_000000000-A3JHG_1_1102_11823_4227	1	1387
M00967_43_000000000-A3JHG_1_2104_24014_17907	1	1148
M00967_43_000000000-A3JHG_1_1114_13093_7368	1	272
M00967_43_000000000-A3JHG_1_1114_25661_11652	1	713
M00967_43_000000000-A3JHG_1_1104_5484_8301	6	871
M00967_43_000000000-A3JHG_1_2111_4279_22940	1	220
M00967_43_000000000-A3JHG_1_1113_21560_18688	1	232
M00967_43_000000000-A3JHG_1_1113_13074_22799	1	80
M00967_43_000000000-A3JHG_1_1105_17607_17041	1	506
M00967_43_000000000-A3JHG_1_1102_17715_16434	7	25
M00967_43_000000000-A3JHG_1_1101_11400_5991	1	73
M00967_43_000000000-A3JHG_1_1107_15421_8243	1	550
M00967_43_000000000-A3JHG_1_1109_26385_7662	4	30
M00967_43_000000000-A3JHG_1_1109_22294_20718	1	45
M00967_43_000000000-A3JHG_1_1101_17466_20073	2	55
M00967_43_000000000-A3JHG_1_1111_23898_4003	1	101
M00967_43_000000000-A3JHG_1_2103_22987_6743	3	1292
M00967_43_000000000-A3JHG_1_2102_10073_12497	1	1437
M00967_43_000000000-A3JHG_1_2108_21682_26264	1	817
M00967_43_000000000-A3JHG_1_2107_9085_12025	1	40
M00967_43_000000000-A3JHG_1_1113_25188_19651	1	52
M00967_43_000000000-A3JHG_1_2102_12854_7191	1	146
M00967_43_000000000-A3JHG_1_1108_16068_7264	1	550
M00967_43_000000000-A3JHG_1_1110_28566_19576	1	111
M00967_43_000000000-A3JHG_1_2103_22124_4047	21	291
M00967_43_000000000-A3JHG_1_2112_28539_17387	1	839
M00967_43_000000000-A3JHG_1_2107_26128_11658	5	99
M00967_43_000000000-A3JHG_1_1109_16452_4628	176	10
M00967_43_000000000-A3JHG_1_2104_5509_8355	1	1204
M00967_43_000000000-A3JHG_1_2114_22838_4050	1	25
M00967_43_000000000-A3JHG_1_2101_15692_4131	2	98
M00967_43_000000000-A3JHG_1_1111_15544_23332	2	68
M00967_43_000000000-A3JHG_1_2106_23558_17301	1	112
M00967_43_000000000-A3JHG_1_2110_15370_11843	1	81
M00967_43_000000000-A3JHG_1_2106_12315_15425	1	33
M00967_43_000000000-A3JHG_1_2110_24121_12669	1	92
M00967_43_000000000-A3JHG_1_2103_14241_2564	1	77
M00967_43_000000000-A3JHG_1_2102_23030_7661	1	371
M00967_43_000000000-A3JHG_1_2101_16300_23952	1	915
M00967_43_000000000-A3JHG_1_1101_5675_14551	1	272
M00967_43_000000000-A3JHG_1_1102_17799_4493	1	1123
M00967_43_000000000-A3JHG_1_2109_11653_8535	1	2
M00967_43_000000000-A3JHG_1_2107_14331_8914	1	29
M00967_43_000000000-A3JHG_1_2109_8758_20673	1	1511
M00967_43_000000000-A3JHG_1_1112_9971_4727	1	9
M00967_43_000000000-A3JHG_1_2103_13201_17677	1	37
M00967_43_000000000-A3JHG_1_1102_5539_6423	2	1006
M00967_43_000000000-A3JHG_1_2110_7101_17675	2	432
M00967_43_000000000-A3JHG_1_2103_8786_21536	1	28
M00967_43_000000000-A3JHG_1_1113_25845_23082	1	1261
M00967_43_000000000-A3JHG_1_2111_4921_15169	1	111
M00967_43_000000000-A3JHG_1_2102_6417_10559	60	448
M00967_43_000000000-A3JHG_1_1105_27674_13957	1	52
M00967_43_000000000-A3JHG_1_2109_6380_9667	1	64
M00967_43_000000000-A3JHG_1_2104_29399_14510	1	196
M00967_43_000000000-A3JHG_1_1102_12827_1788	1	176
M00967_43_000000000-A3JHG_1_2104_6532_5404	1	179
M00967_43_000000000-A3JHG_1_1111_17591_7890	1	59
M00967_43_000000000-A3JHG_1_2107_21985_5856	1	1535
M00967_43_000000000-A3JHG_1_1106_27844_9945	1	1392
M00967_43_000000000-A3JHG_1_1106_7034_18171	1	11
M00967_43_000000000-A3JHG_1_1109_6018_6168	1	54
M00967_43_000000000-A3JHG_1_2114_21980_11830	1	761
M00967_43_000000000-A3JHG_1_2107_10359_4586	1	69
M00967_43_000000000-A3JHG_1_1102_29151_14725	1	619
M00967_43_000000000-A3JHG_1_1111_9761_9875	1	468
M00967_43_000000000-A3JHG_1_2114_12791_18230	1	37
M00967_43_000000000-A3JHG_1_2101_15941_5645	1	482
M00967_43_000000000-A3JHG_1_2113_18952_17574	1	101
M00967_43_000000000-A3JHG_1_2101_23274_16706	5	53
M00967_43_000000000-A3JHG_1_2110_7601_23240	1	1406
M00967_43_000000000-A3JHG_1_1108_24293_12931	1	227
M00967_43_000000000-A3JHG_1_1112_5107_14767	1	69
M00967_43_000000000-A3JHG_1_2109_23083_19351	3	28
M00967_43_000000000-A3JHG_1_1106_7721_4402	1	953
M00967_43_000000000-A3JHG_1_2102_13057_18141	3	95
M00967_43_000000000-A3JHG_1_2105_25687_5607	1	53
M00967_43_000000000-A3JHG_1_1110_8917_25642	1	29
M00967_43_000000000-A3JHG_1_1104_22188_10316	1	123
M00967_43_000000000-A3JHG_1_2107_22379_15472	1	69
M00967_43_000000000-A3JHG_1_1109_15403_2099	1	137
M00967_43_000000000-A3JHG_1_1113_8113_7254	1	93
M00967_43_000000000-A3JHG_1_1111_22810_16372	1	95
M00967_43_000000000-A3JHG_1_2107_3531_18034	1	32
M00967_43_000000000-A3JHG_1_1111_10053_24959	3	24
M00967_43_000000000-A3JHG_1_2105_18537_22268	1	111
M00967_43_000000000-A3JHG_1_1107_7588_18342	1	428
M00967_43_000000000-A3JHG_1_1102_12982_24922	1	5
M00967_43_000000000-A3JHG_1_1111_15405_19175	2	152
M00967_43_000000000-A3JHG_1_2101_15111_6781	1	111
M00967_43_000000000-A3JHG_1_2106_15384_3652	1	35
M00967_43_000000000-A3JHG_1_2110_12709_16087	3	283
M00967_43_000000000-A3JHG_1_2109_12295_13227	1	136
M00967_43_000000000-A3JHG_1_2110_7124_10641	1	117
M00967_43_000000000-A3JHG_1_1107_27002_10594	1	87
M00967_43_000000000-A3JHG_1_1113_15631_19991	1	58
M00967_43_000000000-A3JHG_1_2103_23056_25008	1	416
M00967_43_000000000-A3JHG_1_1107_5977_17601	2	80
M00967_43_000000000-A3JHG_1_2110_11083_10709	1	195
M00967_43_000000000-A3JHG_1_2113_28498_14606	1	712
M00967_43_000000000-A3JHG_1_1110_21182_27323	2	1138
M00967_43_000000000-A3JHG_1_1110_23129_17895	1	106
M00967_43_000000000-A3JHG_1_1103_4799_18311	2	82
M00967_43_000000000-A3JHG_1_1112_17581_5165	1	1431
M00967_43_000000000-A3JHG_1_2101_12782_13522	1	984
M00967_43_000000000-A3JHG_1_2111_18010_26647	1	115
M00967_43_000000000-A3JHG_1_1113_18820_17201	1	171
M00967_43_000000000-A3JHG_1_2108_11467_27159	1	89
M00967_43_000000000-A3JHG_1_2108_15211_3158	1	1422
M00967_43_000000000-A3JHG_1_1114_20890_14375	1	113
M00967_43_000000000-A3JHG_1_1111_14252_8969	1	879
M00967_43_000000000-A3JHG_1_2109_24154_24546	1	77
M00967_43_000000000-A3JHG_1_1104_15343_9622	1	952
M00967_43_000000000-A3JHG_1_2101_29567_14360	1	0
M00967_43_000000000-A3JHG_1_2101_20513_20513	1	203
M00967_43_000000000-A3JHG_1_2106_4212_9284	1	173
M00967_43_000000000-A3JHG_1_1103_14923_5389	1	1396
M00967_43_000000000-A3JHG_1_2102_19770_14584	1	834
M00967_43_000000000-A3JHG_1_1110_18074_4968	1	5
M00967_43_000000000-A3JHG_1_2107_27472_9083	1	42
M00967_43_000000000-A3JHG_1_1109_14647_28224	1	25
M00967_43_000000000-A3JHG_1_1104_15384_28024	1	1395
M00967_43_000000000-A3JHG_1_1102_21391_4433	1	100
M00967_43_000000000-A3JHG_1_2102_21134_26651	1	0
M00967_43_000000000-A3JHG_1_1111_18423_15545	1	28
M00967_43_000000000-A3JHG_1_1106_23413_5539	2	1476
M00967_43_000000000-A3JHG_1_2114_20449_10092	1	478
M00967_43_000000000-A3JHG_1_1105_11150_21289	1	65
M00967_43_000000000-A3JHG_1_2114_24873_22529	8	43
M00967_43_000000000-A3JHG_1_1108_24271_19603	1	77
M00967_43_000000000-A3JHG_1_1103_19855_14547	1	66
M00967_43_000000000-A3JHG_1_2106_8174_24079	1	104
M00967_43_000000000-A3JHG_1_1108_2439_18628	1	0
M00967_43_000000000-A3JHG_1_2105_5724_7401	1	42
M00967_43_000000000-A3JHG_1_2102_21818_3964	1	93
M00967_43_000000000-A3JHG_1_1111_11826_10707	4	121
M00967_43_000000000-A3JHG_1_1102_17264_20522	1	145
M00967_43_000000000-A3JHG_1_2112_17301_5809	1	824
M00967_43_000000000-A3JHG_1_1108_26073_16381	1	412
M00967_43_000000000-A3JHG_1_2110_16810_21182	1	1089
M00967_43_000000000-A3JHG_1_1113_8712_24384	1	26
M00967_43_000000000-A3JHG_1_1101_11880_12229	2	1055
M00967_43_000000000-A3JHG_1_1111_17762_17478	1	24
M00967_43_000000000-A3JHG_1_2107_24764_11921	1	27
M00967_43_000000000-A3JHG_1_2106_13950_13644	1	77
M00967_43_000000000-A3JHG_1_2109_12821_7350	1	1057
M00967_43_000000000-A3JHG_1_2103_25297_8128	1	93
M00967_43_000000000-A3JHG_1_1111_18446_4054	1	59
M00967_43_000000000-A3JHG_1_1110_5627_19616	1	106
M00967_43_000000000-A3JHG_1_2114_10468_22278	1	87
M00967_43_000000000-A3JHG_1_1113_5784_6888	1	85
M00967_43_000000000-A3JHG_1_1110_26660_10315	2	506
M00967_43_000000000-A3JHG_1_2107_16695_22486	2	946
M00967_43_000000000-A3JHG_1_1111_22358_21595	1	63
M00967_43_000000000-A3JHG_1_2113_23862_9307	1	1413
M00967_43_000000000-A3JHG_1_2109_20756_21624	1	64
M00967_43_000000000-A3JHG_1_2104_26956_18156	1	537
M00967_43_000000000-A3JHG_1_1111_10878_18071	1	34
M00967_43_000000000-A3JHG_1_1114_16544_9604	1	101
M00967_43_000000000-A3JHG_1_2105_24746_19099	1	1182
M00967_43_000000000-A3JHG_1_2114_13112_19514	2	51
M00967_43_000000000-A3JHG_1_1112_22761_5642	1	825
M00967_43_000000000-A3JHG_1_2102_23756_7535	1	59
M00967_43_000000000-A3JHG_1_1103_23111_25593	1	11
M00967_43_000000000-A3JHG_1_1114_28979_16299	1	24
M00967_43_000000000-A3JHG_1_1111_11865_10836	1	1402
M00967_43_000000000-A3JHG_1_2111_13994_8505	1	61
M00967_43_000000000-A3JHG_1_1104_13639_26884	2	1
M00967_43_000000000-A3JHG_1_1107_22863_4634	1	212
M00967_43_000000000-A3JHG_1_2113_15937_15804	1	1100
M00967_43_000000000-A3JHG_1_2109_15305_23187	1	1426
M00967_43_000000000-A3JHG_1_1104_12773_22423	1	267
M00967_43_000000000-A3JHG_1_1106_20995_10453	1	61
M00967_43_000000000-A3JHG_1_2110_7522_26237	1	484
M00967_43_000000000-A3JHG_1_1108_17143_6766	1	242
M00967_43_000000000-A3JHG_1_2108_29552_14579	1	420
M00967_43_000000000-A3JHG_1_2102_6473_7255	1	53
M00967_43_000000000-A3JHG_1_2108_16066_8650	1	127
M00967_43_000000000-A3JHG_1_1106_22241_6038	1	1429
M00967_43_000000000-A3JHG_1_1112_13192_3165	1	119
M00967_43_000000000-A3JHG_1_1114_24368_19261	1	2
M00967_43_000000000-A3JHG_1_1114_12275_6364	1	24
M00967_43_000000000-A3JHG_1_2114_11795_6938	1	88
M00967_43_000000000-A3JHG_1_1101_16108_8598	2	16
M00967_43_000000000-A3JHG_1_2110_19945_15773	2	1485
M00967_43_000000000-A3JHG_1_2114_22467_11273	1	52
M00967_43_000000000-A3JHG_1_2112_23737_23914	1	1432
M00967_43_000000000-A3JHG_1_1109_18890_11547	1	1216
M00967_43_000000000-A3JHG_1_2113_26105_6682	1	9
M00967_43_000000000-A3JHG_1_1113_3060_12213	1	435
M00967_43_000000000-A3JHG_1_1113_6344_9532	1	83
