num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars	dataset	ref_weight	ref_frac	sample_frac	seed
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	1
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	1
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	2
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	2
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	3
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	3
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	4
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	4
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	5
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	5
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	6
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	6
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	7
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	7
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	8
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	8
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	9
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	9
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	10
26154	235385	261539	89731273	155877244	human	distance	0.1	0.9	10
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	1
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	1
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	2
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	2
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	3
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	3
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	4
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	4
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	5
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	5
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	6
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	6
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	7
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	7
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	8
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	8
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	9
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	9
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	10
16156	145405	161561	55896435	96775039	marine	simple	0.1	0.9	10
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	1
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	1
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	2
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	2
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	3
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	3
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	4
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	4
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	5
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	5
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	6
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	6
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	7
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	7
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	8
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	8
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	9
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	9
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	10
16156	145405	161561	55896435	96775039	marine	abundance	0.1	0.9	10
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	1
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	1
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	2
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	2
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	3
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	3
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	4
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	4
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	5
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	5
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	6
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	6
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	7
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	7
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	8
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	8
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	9
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	9
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	10
16156	145405	161561	55896435	96775039	marine	distance	0.1	0.9	10
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	1
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	1
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	2
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	2
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	3
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	3
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	4
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	4
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	5
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	5
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	6
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	6
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	7
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	7
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	8
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	8
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	9
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	9
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	10
6811	61300	68111	16637708	33851167	mouse	simple	0.1	0.9	10
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	1
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	1
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	2
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	2
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	3
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	3
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	4
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	4
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	5
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	5
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	6
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	6
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	7
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	7
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	8
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	8
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	9
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	9
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	10
6811	61300	68111	16637708	33851167	mouse	abundance	0.1	0.9	10
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	1
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	1
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	2
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	2
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	3
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	3
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	4
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	4
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	5
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	5
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	6
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	6
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	7
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	7
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	8
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	8
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	9
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	9
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	10
6811	61300	68111	16637708	33851167	mouse	distance	0.1	0.9	10
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	1
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	1
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	2
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	2
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	3
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	3
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	4
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	4
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	5
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	5
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	6
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	6
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	7
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	7
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	8
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	8
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	9
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	9
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	10
21975	197779	219754	89210119	144817886	soil	simple	0.1	0.9	10
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	1
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	1
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	2
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	2
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	3
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	3
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	4
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	4
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	5
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	5
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	6
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	6
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	7
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	7
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	8
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	8
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	9
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	9
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	10
21975	197779	219754	89210119	144817886	soil	abundance	0.1	0.9	10
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	1
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	1
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	2
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	2
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	3
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	3
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	4
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	4
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	5
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	5
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	6
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	6
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	7
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	7
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	8
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	8
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	9
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	9
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	10
21975	197779	219754	89210119	144817886	soil	distance	0.1	0.9	10
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	1
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	1
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	2
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	2
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	3
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	3
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	4
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	4
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	5
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	5
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	6
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	6
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	7
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	7
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	8
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	8
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	9
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	9
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	10
52308	209231	261539	89731273	155877244	human	simple	0.2	0.8	10
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	1
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	1
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	2
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	2
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	3
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	3
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	4
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	4
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	5
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	5
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	6
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	6
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	7
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	7
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	8
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	8
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	9
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	9
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	10
52308	209231	261539	89731273	155877244	human	abundance	0.2	0.8	10
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	1
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	1
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	2
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	2
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	3
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	3
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	4
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	4
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	5
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	5
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	6
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	6
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	7
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	7
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	8
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	8
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	9
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	9
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	10
52308	209231	261539	89731273	155877244	human	distance	0.2	0.8	10
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	1
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	1
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	2
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	2
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	3
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	3
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	4
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	4
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	5
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	5
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	6
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	6
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	7
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	7
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	8
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	8
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	9
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	9
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	10
32312	129249	161561	55896435	96775039	marine	simple	0.2	0.8	10
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	1
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	1
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	2
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	2
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	3
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	3
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	4
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	4
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	5
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	5
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	6
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	6
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	7
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	7
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	8
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	8
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	9
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	9
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	10
32312	129249	161561	55896435	96775039	marine	abundance	0.2	0.8	10
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	1
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	1
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	2
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	2
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	3
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	3
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	4
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	4
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	5
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	5
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	6
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	6
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	7
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	7
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	8
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	8
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	9
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	9
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	10
32312	129249	161561	55896435	96775039	marine	distance	0.2	0.8	10
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	1
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	1
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	2
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	2
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	3
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	3
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	4
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	4
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	5
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	5
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	6
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	6
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	7
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	7
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	8
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	8
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	9
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	9
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	10
13622	54489	68111	16637708	33851167	mouse	simple	0.2	0.8	10
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	1
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	1
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	2
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	2
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	3
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	3
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	4
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	4
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	5
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	5
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	6
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	6
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	7
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	7
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	8
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	8
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	9
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	9
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	10
13622	54489	68111	16637708	33851167	mouse	abundance	0.2	0.8	10
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	1
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	1
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	2
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	2
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	3
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	3
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	4
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	4
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	5
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	5
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	6
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	6
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	7
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	7
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	8
13622	54489	68111	16637708	33851167	mouse	distance	0.2	0.8	8
