n_gaps	total_chars	dataset	ref_weight	ref_frac	sample_frac	seed
6655109	13540268	mouse	abundance	0.2	0.2	19
6655147	13540268	mouse	abundance	0.2	0.2	20
8318951	16925335	mouse	abundance	0.3	0.2	1
8318881	16925335	mouse	abundance	0.3	0.2	2
8318886	16925335	mouse	abundance	0.3	0.2	3
8318856	16925335	mouse	abundance	0.3	0.2	4
8318968	16925335	mouse	abundance	0.3	0.2	5
8318873	16925335	mouse	abundance	0.3	0.2	6
8318916	16925335	mouse	abundance	0.3	0.2	7
8318911	16925335	mouse	abundance	0.3	0.2	8
8319054	16925335	mouse	abundance	0.3	0.2	9
8318784	16925335	mouse	abundance	0.3	0.2	10
8318943	16925335	mouse	abundance	0.3	0.2	11
8319060	16925335	mouse	abundance	0.3	0.2	12
8318938	16925335	mouse	abundance	0.3	0.2	13
8318991	16925335	mouse	abundance	0.3	0.2	14
8318841	16925335	mouse	abundance	0.3	0.2	15
8318838	16925335	mouse	abundance	0.3	0.2	16
8318993	16925335	mouse	abundance	0.3	0.2	17
8318942	16925335	mouse	abundance	0.3	0.2	18
8318845	16925335	mouse	abundance	0.3	0.2	19
8319119	16925335	mouse	abundance	0.3	0.2	20
9982805	20310402	mouse	abundance	0.4	0.2	1
9982497	20310402	mouse	abundance	0.4	0.2	2
9982686	20310402	mouse	abundance	0.4	0.2	3
9982731	20310402	mouse	abundance	0.4	0.2	4
9982708	20310402	mouse	abundance	0.4	0.2	5
9982674	20310402	mouse	abundance	0.4	0.2	6
9982653	20310402	mouse	abundance	0.4	0.2	7
9982648	20310402	mouse	abundance	0.4	0.2	8
9982567	20310402	mouse	abundance	0.4	0.2	9
9982703	20310402	mouse	abundance	0.4	0.2	10
9982553	20310402	mouse	abundance	0.4	0.2	11
9982666	20310402	mouse	abundance	0.4	0.2	12
9982552	20310402	mouse	abundance	0.4	0.2	13
9982592	20310402	mouse	abundance	0.4	0.2	14
9982575	20310402	mouse	abundance	0.4	0.2	15
9982641	20310402	mouse	abundance	0.4	0.2	16
9982566	20310402	mouse	abundance	0.4	0.2	17
9982558	20310402	mouse	abundance	0.4	0.2	18
9982621	20310402	mouse	abundance	0.4	0.2	19
9982676	20310402	mouse	abundance	0.4	0.2	20
11646542	23695966	mouse	abundance	0.5	0.2	1
11646514	23695966	mouse	abundance	0.5	0.2	2
11646604	23695966	mouse	abundance	0.5	0.2	3
11646521	23695966	mouse	abundance	0.5	0.2	4
11646589	23695966	mouse	abundance	0.5	0.2	5
11646606	23695966	mouse	abundance	0.5	0.2	6
11646510	23695966	mouse	abundance	0.5	0.2	7
11646708	23695966	mouse	abundance	0.5	0.2	8
11646622	23695966	mouse	abundance	0.5	0.2	9
11646745	23695966	mouse	abundance	0.5	0.2	10
11646534	23695966	mouse	abundance	0.5	0.2	11
11646583	23695966	mouse	abundance	0.5	0.2	12
11646555	23695966	mouse	abundance	0.5	0.2	13
11646672	23695966	mouse	abundance	0.5	0.2	14
11646570	23695966	mouse	abundance	0.5	0.2	15
11646765	23695966	mouse	abundance	0.5	0.2	16
11646657	23695966	mouse	abundance	0.5	0.2	17
11646579	23695966	mouse	abundance	0.5	0.2	18
11646666	23695966	mouse	abundance	0.5	0.2	19
11646625	23695966	mouse	abundance	0.5	0.2	20
13310235	27081033	mouse	abundance	0.6	0.2	1
13310390	27081033	mouse	abundance	0.6	0.2	2
13310333	27081033	mouse	abundance	0.6	0.2	3
13310169	27081033	mouse	abundance	0.6	0.2	4
13310304	27081033	mouse	abundance	0.6	0.2	5
13310242	27081033	mouse	abundance	0.6	0.2	6
13310460	27081033	mouse	abundance	0.6	0.2	7
13310290	27081033	mouse	abundance	0.6	0.2	8
13310355	27081033	mouse	abundance	0.6	0.2	9
13310269	27081033	mouse	abundance	0.6	0.2	10
13310192	27081033	mouse	abundance	0.6	0.2	11
13310241	27081033	mouse	abundance	0.6	0.2	12
13310333	27081033	mouse	abundance	0.6	0.2	13
13310259	27081033	mouse	abundance	0.6	0.2	14
13310296	27081033	mouse	abundance	0.6	0.2	15
13310253	27081033	mouse	abundance	0.6	0.2	16
13310264	27081033	mouse	abundance	0.6	0.2	17
13310324	27081033	mouse	abundance	0.6	0.2	18
13310265	27081033	mouse	abundance	0.6	0.2	19
13310278	27081033	mouse	abundance	0.6	0.2	20
14973969	30466100	mouse	abundance	0.7	0.2	1
14973983	30466100	mouse	abundance	0.7	0.2	2
14974010	30466100	mouse	abundance	0.7	0.2	3
14973926	30466100	mouse	abundance	0.7	0.2	4
14974017	30466100	mouse	abundance	0.7	0.2	5
14974021	30466100	mouse	abundance	0.7	0.2	6
14973987	30466100	mouse	abundance	0.7	0.2	7
14973901	30466100	mouse	abundance	0.7	0.2	8
14973996	30466100	mouse	abundance	0.7	0.2	9
14973921	30466100	mouse	abundance	0.7	0.2	10
14973978	30466100	mouse	abundance	0.7	0.2	11
14974041	30466100	mouse	abundance	0.7	0.2	12
14974011	30466100	mouse	abundance	0.7	0.2	13
14973963	30466100	mouse	abundance	0.7	0.2	14
14973970	30466100	mouse	abundance	0.7	0.2	15
14974035	30466100	mouse	abundance	0.7	0.2	16
14973933	30466100	mouse	abundance	0.7	0.2	17
14974033	30466100	mouse	abundance	0.7	0.2	18
14973961	30466100	mouse	abundance	0.7	0.2	19
14974005	30466100	mouse	abundance	0.7	0.2	20
16637708	33851167	mouse	abundance	0.8	0.2	1
16637708	33851167	mouse	abundance	0.8	0.2	2
16637708	33851167	mouse	abundance	0.8	0.2	3
16637708	33851167	mouse	abundance	0.8	0.2	4
16637708	33851167	mouse	abundance	0.8	0.2	5
16637708	33851167	mouse	abundance	0.8	0.2	6
16637708	33851167	mouse	abundance	0.8	0.2	7
16637708	33851167	mouse	abundance	0.8	0.2	8
16637708	33851167	mouse	abundance	0.8	0.2	9
16637708	33851167	mouse	abundance	0.8	0.2	10
16637708	33851167	mouse	abundance	0.8	0.2	11
16637708	33851167	mouse	abundance	0.8	0.2	12
16637708	33851167	mouse	abundance	0.8	0.2	13
16637708	33851167	mouse	abundance	0.8	0.2	14
16637708	33851167	mouse	abundance	0.8	0.2	15
16637708	33851167	mouse	abundance	0.8	0.2	16
16637708	33851167	mouse	abundance	0.8	0.2	17
16637708	33851167	mouse	abundance	0.8	0.2	18
16637708	33851167	mouse	abundance	0.8	0.2	19
16637708	33851167	mouse	abundance	0.8	0.2	20
4991818	10155201	mouse	distance	0.1	0.2	1
4991813	10155201	mouse	distance	0.1	0.2	2
4991747	10155201	mouse	distance	0.1	0.2	3
4991899	10155201	mouse	distance	0.1	0.2	4
4991694	10155201	mouse	distance	0.1	0.2	5
4991689	10155201	mouse	distance	0.1	0.2	6
4991770	10155201	mouse	distance	0.1	0.2	7
4991918	10155201	mouse	distance	0.1	0.2	8
4991868	10155201	mouse	distance	0.1	0.2	9
4991835	10155201	mouse	distance	0.1	0.2	10
4991852	10155201	mouse	distance	0.1	0.2	11
4991711	10155201	mouse	distance	0.1	0.2	12
4991664	10155201	mouse	distance	0.1	0.2	13
4991716	10155201	mouse	distance	0.1	0.2	14
4991844	10155201	mouse	distance	0.1	0.2	15
4991892	10155201	mouse	distance	0.1	0.2	16
4991803	10155201	mouse	distance	0.1	0.2	17
4991745	10155201	mouse	distance	0.1	0.2	18
4991775	10155201	mouse	distance	0.1	0.2	19
4991655	10155201	mouse	distance	0.1	0.2	20
6656130	13540268	mouse	distance	0.2	0.2	1
6656041	13540268	mouse	distance	0.2	0.2	2
6655969	13540268	mouse	distance	0.2	0.2	3
6656133	13540268	mouse	distance	0.2	0.2	4
6655993	13540268	mouse	distance	0.2	0.2	5
6655917	13540268	mouse	distance	0.2	0.2	6
6655957	13540268	mouse	distance	0.2	0.2	7
6656079	13540268	mouse	distance	0.2	0.2	8
6656231	13540268	mouse	distance	0.2	0.2	9
6655964	13540268	mouse	distance	0.2	0.2	10
6656126	13540268	mouse	distance	0.2	0.2	11
6655920	13540268	mouse	distance	0.2	0.2	12
6656127	13540268	mouse	distance	0.2	0.2	13
6656092	13540268	mouse	distance	0.2	0.2	14
6656060	13540268	mouse	distance	0.2	0.2	15
6656033	13540268	mouse	distance	0.2	0.2	16
6656001	13540268	mouse	distance	0.2	0.2	17
6655974	13540268	mouse	distance	0.2	0.2	18
6656169	13540268	mouse	distance	0.2	0.2	19
6656025	13540268	mouse	distance	0.2	0.2	20
8320156	16925335	mouse	distance	0.3	0.2	1
8320156	16925335	mouse	distance	0.3	0.2	2
8320134	16925335	mouse	distance	0.3	0.2	3
8320236	16925335	mouse	distance	0.3	0.2	4
8320181	16925335	mouse	distance	0.3	0.2	5
8320072	16925335	mouse	distance	0.3	0.2	6
8320277	16925335	mouse	distance	0.3	0.2	7
8320204	16925335	mouse	distance	0.3	0.2	8
8320192	16925335	mouse	distance	0.3	0.2	9
8320173	16925335	mouse	distance	0.3	0.2	10
8320155	16925335	mouse	distance	0.3	0.2	11
8320266	16925335	mouse	distance	0.3	0.2	12
8320243	16925335	mouse	distance	0.3	0.2	13
8320191	16925335	mouse	distance	0.3	0.2	14
8320074	16925335	mouse	distance	0.3	0.2	15
8320191	16925335	mouse	distance	0.3	0.2	16
8320284	16925335	mouse	distance	0.3	0.2	17
8320119	16925335	mouse	distance	0.3	0.2	18
8320024	16925335	mouse	distance	0.3	0.2	19
8320186	16925335	mouse	distance	0.3	0.2	20
9984074	20310402	mouse	distance	0.4	0.2	1
9984091	20310402	mouse	distance	0.4	0.2	2
9984199	20310402	mouse	distance	0.4	0.2	3
9984040	20310402	mouse	distance	0.4	0.2	4
9983939	20310402	mouse	distance	0.4	0.2	5
9984114	20310402	mouse	distance	0.4	0.2	6
9984165	20310402	mouse	distance	0.4	0.2	7
9984261	20310402	mouse	distance	0.4	0.2	8
9983999	20310402	mouse	distance	0.4	0.2	9
9984138	20310402	mouse	distance	0.4	0.2	10
9984189	20310402	mouse	distance	0.4	0.2	11
9983996	20310402	mouse	distance	0.4	0.2	12
9984249	20310402	mouse	distance	0.4	0.2	13
9984092	20310402	mouse	distance	0.4	0.2	14
9984052	20310402	mouse	distance	0.4	0.2	15
9984075	20310402	mouse	distance	0.4	0.2	16
9984255	20310402	mouse	distance	0.4	0.2	17
9984027	20310402	mouse	distance	0.4	0.2	18
9984117	20310402	mouse	distance	0.4	0.2	19
9984135	20310402	mouse	distance	0.4	0.2	20
11648052	23695966	mouse	distance	0.5	0.2	1
11647938	23695966	mouse	distance	0.5	0.2	2
11648024	23695966	mouse	distance	0.5	0.2	3
11648058	23695966	mouse	distance	0.5	0.2	4
11648000	23695966	mouse	distance	0.5	0.2	5
11647987	23695966	mouse	distance	0.5	0.2	6
11648104	23695966	mouse	distance	0.5	0.2	7
11648035	23695966	mouse	distance	0.5	0.2	8
11648049	23695966	mouse	distance	0.5	0.2	9
11647957	23695966	mouse	distance	0.5	0.2	10
11648005	23695966	mouse	distance	0.5	0.2	11
11647964	23695966	mouse	distance	0.5	0.2	12
11647942	23695966	mouse	distance	0.5	0.2	13
11647990	23695966	mouse	distance	0.5	0.2	14
11647969	23695966	mouse	distance	0.5	0.2	15
11647962	23695966	mouse	distance	0.5	0.2	16
11648120	23695966	mouse	distance	0.5	0.2	17
11648052	23695966	mouse	distance	0.5	0.2	18
11648012	23695966	mouse	distance	0.5	0.2	19
11647886	23695966	mouse	distance	0.5	0.2	20
13311313	27081033	mouse	distance	0.6	0.2	1
13311375	27081033	mouse	distance	0.6	0.2	2
13311372	27081033	mouse	distance	0.6	0.2	3
13311441	27081033	mouse	distance	0.6	0.2	4
13311368	27081033	mouse	distance	0.6	0.2	5
13311379	27081033	mouse	distance	0.6	0.2	6
13311350	27081033	mouse	distance	0.6	0.2	7
13311379	27081033	mouse	distance	0.6	0.2	8
13311378	27081033	mouse	distance	0.6	0.2	9
13311445	27081033	mouse	distance	0.6	0.2	10
13311405	27081033	mouse	distance	0.6	0.2	11
13311367	27081033	mouse	distance	0.6	0.2	12
13311357	27081033	mouse	distance	0.6	0.2	13
13311325	27081033	mouse	distance	0.6	0.2	14
13311431	27081033	mouse	distance	0.6	0.2	15
13311440	27081033	mouse	distance	0.6	0.2	16
13311380	27081033	mouse	distance	0.6	0.2	17
13311429	27081033	mouse	distance	0.6	0.2	18
13311346	27081033	mouse	distance	0.6	0.2	19
13311343	27081033	mouse	distance	0.6	0.2	20
14974548	30466100	mouse	distance	0.7	0.2	1
14974667	30466100	mouse	distance	0.7	0.2	2
14974602	30466100	mouse	distance	0.7	0.2	3
14974622	30466100	mouse	distance	0.7	0.2	4
14974625	30466100	mouse	distance	0.7	0.2	5
14974560	30466100	mouse	distance	0.7	0.2	6
14974594	30466100	mouse	distance	0.7	0.2	7
14974648	30466100	mouse	distance	0.7	0.2	8
14974589	30466100	mouse	distance	0.7	0.2	9
14974562	30466100	mouse	distance	0.7	0.2	10
14974599	30466100	mouse	distance	0.7	0.2	11
14974554	30466100	mouse	distance	0.7	0.2	12
14974614	30466100	mouse	distance	0.7	0.2	13
14974616	30466100	mouse	distance	0.7	0.2	14
14974566	30466100	mouse	distance	0.7	0.2	15
14974537	30466100	mouse	distance	0.7	0.2	16
14974638	30466100	mouse	distance	0.7	0.2	17
14974579	30466100	mouse	distance	0.7	0.2	18
14974600	30466100	mouse	distance	0.7	0.2	19
14974541	30466100	mouse	distance	0.7	0.2	20
16637708	33851167	mouse	distance	0.8	0.2	1
16637708	33851167	mouse	distance	0.8	0.2	2
16637708	33851167	mouse	distance	0.8	0.2	3
16637708	33851167	mouse	distance	0.8	0.2	4
16637708	33851167	mouse	distance	0.8	0.2	5
16637708	33851167	mouse	distance	0.8	0.2	6
16637708	33851167	mouse	distance	0.8	0.2	7
16637708	33851167	mouse	distance	0.8	0.2	8
16637708	33851167	mouse	distance	0.8	0.2	9
16637708	33851167	mouse	distance	0.8	0.2	10
16637708	33851167	mouse	distance	0.8	0.2	11
16637708	33851167	mouse	distance	0.8	0.2	12
16637708	33851167	mouse	distance	0.8	0.2	13
16637708	33851167	mouse	distance	0.8	0.2	14
16637708	33851167	mouse	distance	0.8	0.2	15
16637708	33851167	mouse	distance	0.8	0.2	16
16637708	33851167	mouse	distance	0.8	0.2	17
16637708	33851167	mouse	distance	0.8	0.2	18
16637708	33851167	mouse	distance	0.8	0.2	19
16637708	33851167	mouse	distance	0.8	0.2	20
26762971	43445234	soil	simple	0.1	0.2	1
26762724	43445234	soil	simple	0.1	0.2	2
26762772	43445234	soil	simple	0.1	0.2	3
26762719	43445234	soil	simple	0.1	0.2	4
26763153	43445234	soil	simple	0.1	0.2	5
26762846	43445234	soil	simple	0.1	0.2	6
26762717	43445234	soil	simple	0.1	0.2	7
26762733	43445234	soil	simple	0.1	0.2	8
26763184	43445234	soil	simple	0.1	0.2	9
26762596	43445234	soil	simple	0.1	0.2	10
26762911	43445234	soil	simple	0.1	0.2	11
26762879	43445234	soil	simple	0.1	0.2	12
26762690	43445234	soil	simple	0.1	0.2	13
26762957	43445234	soil	simple	0.1	0.2	14
26762981	43445234	soil	simple	0.1	0.2	15
26762926	43445234	soil	simple	0.1	0.2	16
26762743	43445234	soil	simple	0.1	0.2	17
26762967	43445234	soil	simple	0.1	0.2	18
26762888	43445234	soil	simple	0.1	0.2	19
26762653	43445234	soil	simple	0.1	0.2	20
35684596	57927418	soil	simple	0.2	0.2	1
35684092	57927418	soil	simple	0.2	0.2	2
35684362	57927418	soil	simple	0.2	0.2	3
35684199	57927418	soil	simple	0.2	0.2	4
35684177	57927418	soil	simple	0.2	0.2	5
35683883	57927418	soil	simple	0.2	0.2	6
35684648	57927418	soil	simple	0.2	0.2	7
35684211	57927418	soil	simple	0.2	0.2	8
35684533	57927418	soil	simple	0.2	0.2	9
35683884	57927418	soil	simple	0.2	0.2	10
35683986	57927418	soil	simple	0.2	0.2	11
35684362	57927418	soil	simple	0.2	0.2	12
35683940	57927418	soil	simple	0.2	0.2	13
35684149	57927418	soil	simple	0.2	0.2	14
35684380	57927418	soil	simple	0.2	0.2	15
35684060	57927418	soil	simple	0.2	0.2	16
35684137	57927418	soil	simple	0.2	0.2	17
35683946	57927418	soil	simple	0.2	0.2	18
35684002	57927418	soil	simple	0.2	0.2	19
35684125	57927418	soil	simple	0.2	0.2	20
44605298	72408943	soil	simple	0.3	0.2	1
44604739	72408943	soil	simple	0.3	0.2	2
44604808	72408943	soil	simple	0.3	0.2	3
44604742	72408943	soil	simple	0.3	0.2	4
44605115	72408943	soil	simple	0.3	0.2	5
44605278	72408943	soil	simple	0.3	0.2	6
44605220	72408943	soil	simple	0.3	0.2	7
44605573	72408943	soil	simple	0.3	0.2	8
44605618	72408943	soil	simple	0.3	0.2	9
44604726	72408943	soil	simple	0.3	0.2	10
44604755	72408943	soil	simple	0.3	0.2	11
44604791	72408943	soil	simple	0.3	0.2	12
44605166	72408943	soil	simple	0.3	0.2	13
44605396	72408943	soil	simple	0.3	0.2	14
44604964	72408943	soil	simple	0.3	0.2	15
44604960	72408943	soil	simple	0.3	0.2	16
44605241	72408943	soil	simple	0.3	0.2	17
44604973	72408943	soil	simple	0.3	0.2	18
44605015	72408943	soil	simple	0.3	0.2	19
44604941	72408943	soil	simple	0.3	0.2	20
53526584	86891127	soil	simple	0.4	0.2	1
53525898	86891127	soil	simple	0.4	0.2	2
53526548	86891127	soil	simple	0.4	0.2	3
53526216	86891127	soil	simple	0.4	0.2	4
53526313	86891127	soil	simple	0.4	0.2	5
53526372	86891127	soil	simple	0.4	0.2	6
53526231	86891127	soil	simple	0.4	0.2	7
53526436	86891127	soil	simple	0.4	0.2	8
53527005	86891127	soil	simple	0.4	0.2	9
53526007	86891127	soil	simple	0.4	0.2	10
53526055	86891127	soil	simple	0.4	0.2	11
53526097	86891127	soil	simple	0.4	0.2	12
53526436	86891127	soil	simple	0.4	0.2	13
53526698	86891127	soil	simple	0.4	0.2	14
53526249	86891127	soil	simple	0.4	0.2	15
53525941	86891127	soil	simple	0.4	0.2	16
53526193	86891127	soil	simple	0.4	0.2	17
53526445	86891127	soil	simple	0.4	0.2	18
53526519	86891127	soil	simple	0.4	0.2	19
53526568	86891127	soil	simple	0.4	0.2	20
62447225	101372652	soil	simple	0.5	0.2	1
62447172	101372652	soil	simple	0.5	0.2	2
62447024	101372652	soil	simple	0.5	0.2	3
62447177	101372652	soil	simple	0.5	0.2	4
62447317	101372652	soil	simple	0.5	0.2	5
62446768	101372652	soil	simple	0.5	0.2	6
62447129	101372652	soil	simple	0.5	0.2	7
62447282	101372652	soil	simple	0.5	0.2	8
62447367	101372652	soil	simple	0.5	0.2	9
62447548	101372652	soil	simple	0.5	0.2	10
62447362	101372652	soil	simple	0.5	0.2	11
62447336	101372652	soil	simple	0.5	0.2	12
62447150	101372652	soil	simple	0.5	0.2	13
62447214	101372652	soil	simple	0.5	0.2	14
62447055	101372652	soil	simple	0.5	0.2	15
62446960	101372652	soil	simple	0.5	0.2	16
62447268	101372652	soil	simple	0.5	0.2	17
62447793	101372652	soil	simple	0.5	0.2	18
62447018	101372652	soil	simple	0.5	0.2	19
62447217	101372652	soil	simple	0.5	0.2	20
71368107	115854177	soil	simple	0.6	0.2	1
71367969	115854177	soil	simple	0.6	0.2	2
71367820	115854177	soil	simple	0.6	0.2	3
71368292	115854177	soil	simple	0.6	0.2	4
71368365	115854177	soil	simple	0.6	0.2	5
71367955	115854177	soil	simple	0.6	0.2	6
71368172	115854177	soil	simple	0.6	0.2	7
71368098	115854177	soil	simple	0.6	0.2	8
71368324	115854177	soil	simple	0.6	0.2	9
71368377	115854177	soil	simple	0.6	0.2	10
71368215	115854177	soil	simple	0.6	0.2	11
71367876	115854177	soil	simple	0.6	0.2	12
71367762	115854177	soil	simple	0.6	0.2	13
71368035	115854177	soil	simple	0.6	0.2	14
71367909	115854177	soil	simple	0.6	0.2	15
71367848	115854177	soil	simple	0.6	0.2	16
71367934	115854177	soil	simple	0.6	0.2	17
71368267	115854177	soil	simple	0.6	0.2	18
71367653	115854177	soil	simple	0.6	0.2	19
71367756	115854177	soil	simple	0.6	0.2	20
80289164	130336361	soil	simple	0.7	0.2	1
80289286	130336361	soil	simple	0.7	0.2	2
80289324	130336361	soil	simple	0.7	0.2	3
80289348	130336361	soil	simple	0.7	0.2	4
80289635	130336361	soil	simple	0.7	0.2	5
80289158	130336361	soil	simple	0.7	0.2	6
80289276	130336361	soil	simple	0.7	0.2	7
80289219	130336361	soil	simple	0.7	0.2	8
80289300	130336361	soil	simple	0.7	0.2	9
80289406	130336361	soil	simple	0.7	0.2	10
80289122	130336361	soil	simple	0.7	0.2	11
80289352	130336361	soil	simple	0.7	0.2	12
80289377	130336361	soil	simple	0.7	0.2	13
80289273	130336361	soil	simple	0.7	0.2	14
80288978	130336361	soil	simple	0.7	0.2	15
80288988	130336361	soil	simple	0.7	0.2	16
80289168	130336361	soil	simple	0.7	0.2	17
80289169	130336361	soil	simple	0.7	0.2	18
80289409	130336361	soil	simple	0.7	0.2	19
80289272	130336361	soil	simple	0.7	0.2	20
89210119	144817886	soil	simple	0.8	0.2	1
89210119	144817886	soil	simple	0.8	0.2	2
89210119	144817886	soil	simple	0.8	0.2	3
89210119	144817886	soil	simple	0.8	0.2	4
89210119	144817886	soil	simple	0.8	0.2	5
89210119	144817886	soil	simple	0.8	0.2	6
89210119	144817886	soil	simple	0.8	0.2	7
89210119	144817886	soil	simple	0.8	0.2	8
89210119	144817886	soil	simple	0.8	0.2	9
89210119	144817886	soil	simple	0.8	0.2	10
89210119	144817886	soil	simple	0.8	0.2	11
89210119	144817886	soil	simple	0.8	0.2	12
89210119	144817886	soil	simple	0.8	0.2	13
89210119	144817886	soil	simple	0.8	0.2	14
89210119	144817886	soil	simple	0.8	0.2	15
89210119	144817886	soil	simple	0.8	0.2	16
89210119	144817886	soil	simple	0.8	0.2	17
89210119	144817886	soil	simple	0.8	0.2	18
89210119	144817886	soil	simple	0.8	0.2	19
89210119	144817886	soil	simple	0.8	0.2	20
26763072	43445234	soil	abundance	0.1	0.2	1
26762858	43445234	soil	abundance	0.1	0.2	2
26763076	43445234	soil	abundance	0.1	0.2	3
26763183	43445234	soil	abundance	0.1	0.2	4
26763147	43445234	soil	abundance	0.1	0.2	5
26763216	43445234	soil	abundance	0.1	0.2	6
26762882	43445234	soil	abundance	0.1	0.2	7
26763051	43445234	soil	abundance	0.1	0.2	8
26762986	43445234	soil	abundance	0.1	0.2	9
26762811	43445234	soil	abundance	0.1	0.2	10
26763483	43445234	soil	abundance	0.1	0.2	11
26762864	43445234	soil	abundance	0.1	0.2	12
26762579	43445234	soil	abundance	0.1	0.2	13
26763527	43445234	soil	abundance	0.1	0.2	14
26762908	43445234	soil	abundance	0.1	0.2	15
26762836	43445234	soil	abundance	0.1	0.2	16
26763180	43445234	soil	abundance	0.1	0.2	17
26763135	43445234	soil	abundance	0.1	0.2	18
26763270	43445234	soil	abundance	0.1	0.2	19
26762982	43445234	soil	abundance	0.1	0.2	20
35684200	57927418	soil	abundance	0.2	0.2	1
35684362	57927418	soil	abundance	0.2	0.2	2
35684386	57927418	soil	abundance	0.2	0.2	3
35684655	57927418	soil	abundance	0.2	0.2	4
35684276	57927418	soil	abundance	0.2	0.2	5
35684587	57927418	soil	abundance	0.2	0.2	6
35683890	57927418	soil	abundance	0.2	0.2	7
35684965	57927418	soil	abundance	0.2	0.2	8
35683805	57927418	soil	abundance	0.2	0.2	9
35684095	57927418	soil	abundance	0.2	0.2	10
35684204	57927418	soil	abundance	0.2	0.2	11
35684307	57927418	soil	abundance	0.2	0.2	12
35684190	57927418	soil	abundance	0.2	0.2	13
35684661	57927418	soil	abundance	0.2	0.2	14
35684389	57927418	soil	abundance	0.2	0.2	15
35683863	57927418	soil	abundance	0.2	0.2	16
35683773	57927418	soil	abundance	0.2	0.2	17
35684226	57927418	soil	abundance	0.2	0.2	18
35684410	57927418	soil	abundance	0.2	0.2	19
35684920	57927418	soil	abundance	0.2	0.2	20
44605198	72408943	soil	abundance	0.3	0.2	1
44605247	72408943	soil	abundance	0.3	0.2	2
44604908	72408943	soil	abundance	0.3	0.2	3
44605249	72408943	soil	abundance	0.3	0.2	4
44605656	72408943	soil	abundance	0.3	0.2	5
44605235	72408943	soil	abundance	0.3	0.2	6
44605026	72408943	soil	abundance	0.3	0.2	7
44605470	72408943	soil	abundance	0.3	0.2	8
44605071	72408943	soil	abundance	0.3	0.2	9
44605619	72408943	soil	abundance	0.3	0.2	10
44605403	72408943	soil	abundance	0.3	0.2	11
44605241	72408943	soil	abundance	0.3	0.2	12
44605541	72408943	soil	abundance	0.3	0.2	13
44605591	72408943	soil	abundance	0.3	0.2	14
44604845	72408943	soil	abundance	0.3	0.2	15
44605234	72408943	soil	abundance	0.3	0.2	16
44605302	72408943	soil	abundance	0.3	0.2	17
44605524	72408943	soil	abundance	0.3	0.2	18
44605331	72408943	soil	abundance	0.3	0.2	19
44604861	72408943	soil	abundance	0.3	0.2	20
53526552	86891127	soil	abundance	0.4	0.2	1
53526398	86891127	soil	abundance	0.4	0.2	2
53526721	86891127	soil	abundance	0.4	0.2	3
53526420	86891127	soil	abundance	0.4	0.2	4
53526427	86891127	soil	abundance	0.4	0.2	5
53526866	86891127	soil	abundance	0.4	0.2	6
53526405	86891127	soil	abundance	0.4	0.2	7
53526633	86891127	soil	abundance	0.4	0.2	8
53526405	86891127	soil	abundance	0.4	0.2	9
53526484	86891127	soil	abundance	0.4	0.2	10
53526151	86891127	soil	abundance	0.4	0.2	11
53526981	86891127	soil	abundance	0.4	0.2	12
53526326	86891127	soil	abundance	0.4	0.2	13
53526496	86891127	soil	abundance	0.4	0.2	14
53526596	86891127	soil	abundance	0.4	0.2	15
53526398	86891127	soil	abundance	0.4	0.2	16
53526445	86891127	soil	abundance	0.4	0.2	17
53526039	86891127	soil	abundance	0.4	0.2	18
53526384	86891127	soil	abundance	0.4	0.2	19
53526568	86891127	soil	abundance	0.4	0.2	20
62446974	101372652	soil	abundance	0.5	0.2	1
62447308	101372652	soil	abundance	0.5	0.2	2
62447315	101372652	soil	abundance	0.5	0.2	3
62447037	101372652	soil	abundance	0.5	0.2	4
62446965	101372652	soil	abundance	0.5	0.2	5
62447560	101372652	soil	abundance	0.5	0.2	6
62447488	101372652	soil	abundance	0.5	0.2	7
62447388	101372652	soil	abundance	0.5	0.2	8
62446925	101372652	soil	abundance	0.5	0.2	9
62446883	101372652	soil	abundance	0.5	0.2	10
62447561	101372652	soil	abundance	0.5	0.2	11
62447327	101372652	soil	abundance	0.5	0.2	12
62447411	101372652	soil	abundance	0.5	0.2	13
62446891	101372652	soil	abundance	0.5	0.2	14
62447363	101372652	soil	abundance	0.5	0.2	15
62447166	101372652	soil	abundance	0.5	0.2	16
62447172	101372652	soil	abundance	0.5	0.2	17
62447391	101372652	soil	abundance	0.5	0.2	18
62447456	101372652	soil	abundance	0.5	0.2	19
62446698	101372652	soil	abundance	0.5	0.2	20
71367830	115854177	soil	abundance	0.6	0.2	1
71367929	115854177	soil	abundance	0.6	0.2	2
71367952	115854177	soil	abundance	0.6	0.2	3
71367768	115854177	soil	abundance	0.6	0.2	4
71367948	115854177	soil	abundance	0.6	0.2	5
71368373	115854177	soil	abundance	0.6	0.2	6
71367833	115854177	soil	abundance	0.6	0.2	7
71368058	115854177	soil	abundance	0.6	0.2	8
71367939	115854177	soil	abundance	0.6	0.2	9
71368030	115854177	soil	abundance	0.6	0.2	10
71368017	115854177	soil	abundance	0.6	0.2	11
71368247	115854177	soil	abundance	0.6	0.2	12
71368150	115854177	soil	abundance	0.6	0.2	13
71367994	115854177	soil	abundance	0.6	0.2	14
71367821	115854177	soil	abundance	0.6	0.2	15
71368623	115854177	soil	abundance	0.6	0.2	16
71367922	115854177	soil	abundance	0.6	0.2	17
71368063	115854177	soil	abundance	0.6	0.2	18
