dataset	ref_weight	ref_frac	sample_frac	seed	num_ref_seqs	num_sample_seqs
human	distance	0.1	0.2	4	26154	52308
human	distance	0.1	0.2	5	26154	52308
human	distance	0.1	0.2	6	26154	52308
human	distance	0.1	0.2	7	26154	52308
human	distance	0.1	0.2	8	26154	52308
human	distance	0.1	0.2	9	26154	52308
human	distance	0.1	0.2	10	26154	52308
human	distance	0.1	0.2	11	26154	52308
human	distance	0.1	0.2	12	26154	52308
human	distance	0.1	0.2	13	26154	52308
human	distance	0.1	0.2	14	26154	52308
human	distance	0.1	0.2	15	26154	52308
human	distance	0.1	0.2	16	26154	52308
human	distance	0.1	0.2	17	26154	52308
human	distance	0.1	0.2	18	26154	52308
human	distance	0.1	0.2	19	26154	52308
human	distance	0.1	0.2	20	26154	52308
human	distance	0.2	0.2	1	52308	52308
human	distance	0.2	0.2	2	52308	52308
human	distance	0.2	0.2	3	52308	52308
human	distance	0.2	0.2	4	52308	52308
human	distance	0.2	0.2	5	52308	52308
human	distance	0.2	0.2	6	52308	52308
human	distance	0.2	0.2	7	52308	52308
human	distance	0.2	0.2	8	52308	52308
human	distance	0.2	0.2	9	52308	52308
human	distance	0.2	0.2	10	52308	52308
human	distance	0.2	0.2	11	52308	52308
human	distance	0.2	0.2	12	52308	52308
human	distance	0.2	0.2	13	52308	52308
human	distance	0.2	0.2	14	52308	52308
human	distance	0.2	0.2	15	52308	52308
human	distance	0.2	0.2	16	52308	52308
human	distance	0.2	0.2	17	52308	52308
human	distance	0.2	0.2	18	52308	52308
human	distance	0.2	0.2	19	52308	52308
human	distance	0.2	0.2	20	52308	52308
human	distance	0.3	0.2	1	78462	52308
human	distance	0.3	0.2	2	78462	52308
human	distance	0.3	0.2	3	78462	52308
human	distance	0.3	0.2	4	78462	52308
human	distance	0.3	0.2	5	78462	52308
human	distance	0.3	0.2	6	78462	52308
human	distance	0.3	0.2	7	78462	52308
human	distance	0.3	0.2	8	78462	52308
human	distance	0.3	0.2	9	78462	52308
human	distance	0.3	0.2	10	78462	52308
human	distance	0.3	0.2	11	78462	52308
human	distance	0.3	0.2	12	78462	52308
human	distance	0.3	0.2	13	78462	52308
human	distance	0.3	0.2	14	78462	52308
human	distance	0.3	0.2	15	78462	52308
human	distance	0.3	0.2	16	78462	52308
human	distance	0.3	0.2	17	78462	52308
human	distance	0.3	0.2	18	78462	52308
human	distance	0.3	0.2	19	78462	52308
human	distance	0.3	0.2	20	78462	52308
human	distance	0.4	0.2	1	104616	52308
human	distance	0.4	0.2	2	104616	52308
human	distance	0.4	0.2	3	104616	52308
human	distance	0.4	0.2	4	104616	52308
human	distance	0.4	0.2	5	104616	52308
human	distance	0.4	0.2	6	104616	52308
human	distance	0.4	0.2	7	104616	52308
human	distance	0.4	0.2	8	104616	52308
human	distance	0.4	0.2	9	104616	52308
human	distance	0.4	0.2	10	104616	52308
human	distance	0.4	0.2	11	104616	52308
human	distance	0.4	0.2	12	104616	52308
human	distance	0.4	0.2	13	104616	52308
human	distance	0.4	0.2	14	104616	52308
human	distance	0.4	0.2	15	104616	52308
human	distance	0.4	0.2	16	104616	52308
human	distance	0.4	0.2	17	104616	52308
human	distance	0.4	0.2	18	104616	52308
human	distance	0.4	0.2	19	104616	52308
human	distance	0.4	0.2	20	104616	52308
human	distance	0.5	0.2	1	130770	52308
human	distance	0.5	0.2	2	130770	52308
human	distance	0.5	0.2	3	130770	52308
human	distance	0.5	0.2	4	130770	52308
human	distance	0.5	0.2	5	130770	52308
human	distance	0.5	0.2	6	130770	52308
human	distance	0.5	0.2	7	130770	52308
human	distance	0.5	0.2	8	130770	52308
human	distance	0.5	0.2	9	130770	52308
human	distance	0.5	0.2	10	130770	52308
human	distance	0.5	0.2	11	130770	52308
human	distance	0.5	0.2	12	130770	52308
human	distance	0.5	0.2	13	130770	52308
human	distance	0.5	0.2	14	130770	52308
human	distance	0.5	0.2	15	130770	52308
human	distance	0.5	0.2	16	130770	52308
human	distance	0.5	0.2	17	130770	52308
human	distance	0.5	0.2	18	130770	52308
human	distance	0.5	0.2	19	130770	52308
human	distance	0.5	0.2	20	130770	52308
human	distance	0.6	0.2	1	156923	52308
human	distance	0.6	0.2	2	156923	52308
human	distance	0.6	0.2	3	156923	52308
human	distance	0.6	0.2	4	156923	52308
human	distance	0.6	0.2	5	156923	52308
human	distance	0.6	0.2	6	156923	52308
human	distance	0.6	0.2	7	156923	52308
human	distance	0.6	0.2	8	156923	52308
human	distance	0.6	0.2	9	156923	52308
human	distance	0.6	0.2	10	156923	52308
human	distance	0.6	0.2	11	156923	52308
human	distance	0.6	0.2	12	156923	52308
human	distance	0.6	0.2	13	156923	52308
human	distance	0.6	0.2	14	156923	52308
human	distance	0.6	0.2	15	156923	52308
human	distance	0.6	0.2	16	156923	52308
human	distance	0.6	0.2	17	156923	52308
human	distance	0.6	0.2	18	156923	52308
human	distance	0.6	0.2	19	156923	52308
human	distance	0.6	0.2	20	156923	52308
human	distance	0.7	0.2	1	183077	52308
human	distance	0.7	0.2	2	183077	52308
human	distance	0.7	0.2	3	183077	52308
human	distance	0.7	0.2	4	183077	52308
human	distance	0.7	0.2	5	183077	52308
human	distance	0.7	0.2	6	183077	52308
human	distance	0.7	0.2	7	183077	52308
human	distance	0.7	0.2	8	183077	52308
human	distance	0.7	0.2	9	183077	52308
human	distance	0.7	0.2	10	183077	52308
human	distance	0.7	0.2	11	183077	52308
human	distance	0.7	0.2	12	183077	52308
human	distance	0.7	0.2	13	183077	52308
human	distance	0.7	0.2	14	183077	52308
human	distance	0.7	0.2	15	183077	52308
human	distance	0.7	0.2	16	183077	52308
human	distance	0.7	0.2	17	183077	52308
human	distance	0.7	0.2	18	183077	52308
human	distance	0.7	0.2	19	183077	52308
human	distance	0.7	0.2	20	183077	52308
human	distance	0.8	0.2	1	209231	52308
human	distance	0.8	0.2	2	209231	52308
human	distance	0.8	0.2	3	209231	52308
human	distance	0.8	0.2	4	209231	52308
human	distance	0.8	0.2	5	209231	52308
human	distance	0.8	0.2	6	209231	52308
human	distance	0.8	0.2	7	209231	52308
human	distance	0.8	0.2	8	209231	52308
human	distance	0.8	0.2	9	209231	52308
human	distance	0.8	0.2	10	209231	52308
human	distance	0.8	0.2	11	209231	52308
human	distance	0.8	0.2	12	209231	52308
human	distance	0.8	0.2	13	209231	52308
human	distance	0.8	0.2	14	209231	52308
human	distance	0.8	0.2	15	209231	52308
human	distance	0.8	0.2	16	209231	52308
human	distance	0.8	0.2	17	209231	52308
human	distance	0.8	0.2	18	209231	52308
human	distance	0.8	0.2	19	209231	52308
human	distance	0.8	0.2	20	209231	52308
marine	simple	0.1	0.2	1	16156	32312
marine	simple	0.1	0.2	2	16156	32312
marine	simple	0.1	0.2	3	16156	32312
marine	simple	0.1	0.2	4	16156	32312
marine	simple	0.1	0.2	5	16156	32312
marine	simple	0.1	0.2	6	16156	32312
marine	simple	0.1	0.2	7	16156	32312
marine	simple	0.1	0.2	8	16156	32312
marine	simple	0.1	0.2	9	16156	32312
marine	simple	0.1	0.2	10	16156	32312
marine	simple	0.1	0.2	11	16156	32312
marine	simple	0.1	0.2	12	16156	32312
marine	simple	0.1	0.2	13	16156	32312
marine	simple	0.1	0.2	14	16156	32312
marine	simple	0.1	0.2	15	16156	32312
marine	simple	0.1	0.2	16	16156	32312
marine	simple	0.1	0.2	17	16156	32312
marine	simple	0.1	0.2	18	16156	32312
marine	simple	0.1	0.2	19	16156	32312
marine	simple	0.1	0.2	20	16156	32312
marine	simple	0.2	0.2	1	32312	32312
marine	simple	0.2	0.2	2	32312	32312
marine	simple	0.2	0.2	3	32312	32312
marine	simple	0.2	0.2	4	32312	32312
marine	simple	0.2	0.2	5	32312	32312
marine	simple	0.2	0.2	6	32312	32312
marine	simple	0.2	0.2	7	32312	32312
marine	simple	0.2	0.2	8	32312	32312
marine	simple	0.2	0.2	9	32312	32312
marine	simple	0.2	0.2	10	32312	32312
marine	simple	0.2	0.2	11	32312	32312
marine	simple	0.2	0.2	12	32312	32312
marine	simple	0.2	0.2	13	32312	32312
marine	simple	0.2	0.2	14	32312	32312
marine	simple	0.2	0.2	15	32312	32312
marine	simple	0.2	0.2	16	32312	32312
marine	simple	0.2	0.2	17	32312	32312
marine	simple	0.2	0.2	18	32312	32312
marine	simple	0.2	0.2	19	32312	32312
marine	simple	0.2	0.2	20	32312	32312
marine	simple	0.3	0.2	1	48468	32312
marine	simple	0.3	0.2	2	48468	32312
marine	simple	0.3	0.2	3	48468	32312
marine	simple	0.3	0.2	4	48468	32312
marine	simple	0.3	0.2	5	48468	32312
marine	simple	0.3	0.2	6	48468	32312
marine	simple	0.3	0.2	7	48468	32312
marine	simple	0.3	0.2	8	48468	32312
marine	simple	0.3	0.2	9	48468	32312
marine	simple	0.3	0.2	10	48468	32312
marine	simple	0.3	0.2	11	48468	32312
marine	simple	0.3	0.2	12	48468	32312
marine	simple	0.3	0.2	13	48468	32312
marine	simple	0.3	0.2	14	48468	32312
marine	simple	0.3	0.2	15	48468	32312
marine	simple	0.3	0.2	16	48468	32312
marine	simple	0.3	0.2	17	48468	32312
marine	simple	0.3	0.2	18	48468	32312
marine	simple	0.3	0.2	19	48468	32312
marine	simple	0.3	0.2	20	48468	32312
marine	simple	0.4	0.2	1	64624	32312
marine	simple	0.4	0.2	2	64624	32312
marine	simple	0.4	0.2	3	64624	32312
marine	simple	0.4	0.2	4	64624	32312
marine	simple	0.4	0.2	5	64624	32312
marine	simple	0.4	0.2	6	64624	32312
marine	simple	0.4	0.2	7	64624	32312
marine	simple	0.4	0.2	8	64624	32312
marine	simple	0.4	0.2	9	64624	32312
marine	simple	0.4	0.2	10	64624	32312
marine	simple	0.4	0.2	11	64624	32312
marine	simple	0.4	0.2	12	64624	32312
marine	simple	0.4	0.2	13	64624	32312
marine	simple	0.4	0.2	14	64624	32312
marine	simple	0.4	0.2	15	64624	32312
marine	simple	0.4	0.2	16	64624	32312
marine	simple	0.4	0.2	17	64624	32312
marine	simple	0.4	0.2	18	64624	32312
marine	simple	0.4	0.2	19	64624	32312
marine	simple	0.4	0.2	20	64624	32312
marine	simple	0.5	0.2	1	80780	32312
marine	simple	0.5	0.2	2	80780	32312
marine	simple	0.5	0.2	3	80780	32312
marine	simple	0.5	0.2	4	80780	32312
marine	simple	0.5	0.2	5	80780	32312
marine	simple	0.5	0.2	6	80780	32312
marine	simple	0.5	0.2	7	80780	32312
marine	simple	0.5	0.2	8	80780	32312
marine	simple	0.5	0.2	9	80780	32312
marine	simple	0.5	0.2	10	80780	32312
marine	simple	0.5	0.2	11	80780	32312
marine	simple	0.5	0.2	12	80780	32312
marine	simple	0.5	0.2	13	80780	32312
marine	simple	0.5	0.2	14	80780	32312
marine	simple	0.5	0.2	15	80780	32312
marine	simple	0.5	0.2	16	80780	32312
marine	simple	0.5	0.2	17	80780	32312
marine	simple	0.5	0.2	18	80780	32312
marine	simple	0.5	0.2	19	80780	32312
marine	simple	0.5	0.2	20	80780	32312
marine	simple	0.6	0.2	1	96937	32312
marine	simple	0.6	0.2	2	96937	32312
marine	simple	0.6	0.2	3	96937	32312
marine	simple	0.6	0.2	4	96937	32312
marine	simple	0.6	0.2	5	96937	32312
marine	simple	0.6	0.2	6	96937	32312
marine	simple	0.6	0.2	7	96937	32312
marine	simple	0.6	0.2	8	96937	32312
marine	simple	0.6	0.2	9	96937	32312
marine	simple	0.6	0.2	10	96937	32312
marine	simple	0.6	0.2	11	96937	32312
marine	simple	0.6	0.2	12	96937	32312
marine	simple	0.6	0.2	13	96937	32312
marine	simple	0.6	0.2	14	96937	32312
marine	simple	0.6	0.2	15	96937	32312
marine	simple	0.6	0.2	16	96937	32312
marine	simple	0.6	0.2	17	96937	32312
marine	simple	0.6	0.2	18	96937	32312
marine	simple	0.6	0.2	19	96937	32312
marine	simple	0.6	0.2	20	96937	32312
marine	simple	0.7	0.2	1	113093	32312
marine	simple	0.7	0.2	2	113093	32312
marine	simple	0.7	0.2	3	113093	32312
marine	simple	0.7	0.2	4	113093	32312
marine	simple	0.7	0.2	5	113093	32312
marine	simple	0.7	0.2	6	113093	32312
marine	simple	0.7	0.2	7	113093	32312
marine	simple	0.7	0.2	8	113093	32312
marine	simple	0.7	0.2	9	113093	32312
marine	simple	0.7	0.2	10	113093	32312
marine	simple	0.7	0.2	11	113093	32312
marine	simple	0.7	0.2	12	113093	32312
marine	simple	0.7	0.2	13	113093	32312
marine	simple	0.7	0.2	14	113093	32312
marine	simple	0.7	0.2	15	113093	32312
marine	simple	0.7	0.2	16	113093	32312
marine	simple	0.7	0.2	17	113093	32312
marine	simple	0.7	0.2	18	113093	32312
marine	simple	0.7	0.2	19	113093	32312
marine	simple	0.7	0.2	20	113093	32312
marine	simple	0.8	0.2	1	129249	32312
marine	simple	0.8	0.2	2	129249	32312
marine	simple	0.8	0.2	3	129249	32312
marine	simple	0.8	0.2	4	129249	32312
marine	simple	0.8	0.2	5	129249	32312
marine	simple	0.8	0.2	6	129249	32312
marine	simple	0.8	0.2	7	129249	32312
marine	simple	0.8	0.2	8	129249	32312
marine	simple	0.8	0.2	9	129249	32312
marine	simple	0.8	0.2	10	129249	32312
marine	simple	0.8	0.2	11	129249	32312
marine	simple	0.8	0.2	12	129249	32312
marine	simple	0.8	0.2	13	129249	32312
marine	simple	0.8	0.2	14	129249	32312
marine	simple	0.8	0.2	15	129249	32312
marine	simple	0.8	0.2	16	129249	32312
marine	simple	0.8	0.2	17	129249	32312
marine	simple	0.8	0.2	18	129249	32312
marine	simple	0.8	0.2	19	129249	32312
marine	simple	0.8	0.2	20	129249	32312
marine	abundance	0.1	0.2	1	16156	32312
marine	abundance	0.1	0.2	2	16156	32312
marine	abundance	0.1	0.2	3	16156	32312
marine	abundance	0.1	0.2	4	16156	32312
marine	abundance	0.1	0.2	5	16156	32312
marine	abundance	0.1	0.2	6	16156	32312
