dataset	seed	method	printref	fraction_mapped	sample_frac	ref_frac	ref_weight
human	17	closed	FALSE	0.904	0.3	0.7	abundance
human	18	closed	FALSE	0.905	0.3	0.7	abundance
human	19	closed	FALSE	0.905	0.3	0.7	abundance
human	20	closed	FALSE	0.904	0.3	0.7	abundance
human	1	closed	FALSE	0.564	0.3	0.7	distance
human	2	closed	FALSE	0.559	0.3	0.7	distance
human	3	closed	FALSE	0.556	0.3	0.7	distance
human	4	closed	FALSE	0.563	0.3	0.7	distance
human	5	closed	FALSE	0.561	0.3	0.7	distance
human	6	closed	FALSE	0.564	0.3	0.7	distance
human	7	closed	FALSE	0.56	0.3	0.7	distance
human	8	closed	FALSE	0.562	0.3	0.7	distance
human	9	closed	FALSE	0.562	0.3	0.7	distance
human	10	closed	FALSE	0.559	0.3	0.7	distance
human	11	closed	FALSE	0.558	0.3	0.7	distance
human	12	closed	FALSE	0.559	0.3	0.7	distance
human	13	closed	FALSE	0.559	0.3	0.7	distance
human	14	closed	FALSE	0.56	0.3	0.7	distance
human	15	closed	FALSE	0.56	0.3	0.7	distance
human	16	closed	FALSE	0.559	0.3	0.7	distance
human	17	closed	FALSE	0.555	0.3	0.7	distance
human	18	closed	FALSE	0.559	0.3	0.7	distance
human	19	closed	FALSE	0.562	0.3	0.7	distance
human	20	closed	FALSE	0.559	0.3	0.7	distance
marine	1	closed	FALSE	0.741	0.3	0.7	simple
marine	2	closed	FALSE	0.74	0.3	0.7	simple
marine	3	closed	FALSE	0.74	0.3	0.7	simple
marine	4	closed	FALSE	0.742	0.3	0.7	simple
marine	5	closed	FALSE	0.736	0.3	0.7	simple
marine	6	closed	FALSE	0.743	0.3	0.7	simple
marine	7	closed	FALSE	0.743	0.3	0.7	simple
marine	8	closed	FALSE	0.742	0.3	0.7	simple
marine	9	closed	FALSE	0.743	0.3	0.7	simple
marine	10	closed	FALSE	0.742	0.3	0.7	simple
marine	11	closed	FALSE	0.739	0.3	0.7	simple
marine	12	closed	FALSE	0.74	0.3	0.7	simple
marine	13	closed	FALSE	0.741	0.3	0.7	simple
marine	14	closed	FALSE	0.743	0.3	0.7	simple
marine	15	closed	FALSE	0.738	0.3	0.7	simple
marine	16	closed	FALSE	0.741	0.3	0.7	simple
marine	17	closed	FALSE	0.741	0.3	0.7	simple
marine	18	closed	FALSE	0.74	0.3	0.7	simple
marine	19	closed	FALSE	0.74	0.3	0.7	simple
marine	20	closed	FALSE	0.741	0.3	0.7	simple
marine	1	closed	FALSE	0.723	0.3	0.7	abundance
marine	2	closed	FALSE	0.727	0.3	0.7	abundance
marine	3	closed	FALSE	0.729	0.3	0.7	abundance
marine	4	closed	FALSE	0.724	0.3	0.7	abundance
marine	5	closed	FALSE	0.723	0.3	0.7	abundance
marine	6	closed	FALSE	0.723	0.3	0.7	abundance
marine	7	closed	FALSE	0.726	0.3	0.7	abundance
marine	8	closed	FALSE	0.724	0.3	0.7	abundance
marine	9	closed	FALSE	0.726	0.3	0.7	abundance
marine	10	closed	FALSE	0.723	0.3	0.7	abundance
marine	11	closed	FALSE	0.725	0.3	0.7	abundance
marine	12	closed	FALSE	0.727	0.3	0.7	abundance
marine	13	closed	FALSE	0.725	0.3	0.7	abundance
marine	14	closed	FALSE	0.724	0.3	0.7	abundance
marine	15	closed	FALSE	0.724	0.3	0.7	abundance
marine	16	closed	FALSE	0.726	0.3	0.7	abundance
marine	17	closed	FALSE	0.723	0.3	0.7	abundance
marine	18	closed	FALSE	0.725	0.3	0.7	abundance
marine	19	closed	FALSE	0.725	0.3	0.7	abundance
marine	20	closed	FALSE	0.728	0.3	0.7	abundance
marine	1	closed	FALSE	0.229	0.3	0.7	distance
marine	2	closed	FALSE	0.23	0.3	0.7	distance
marine	3	closed	FALSE	0.229	0.3	0.7	distance
marine	4	closed	FALSE	0.227	0.3	0.7	distance
marine	5	closed	FALSE	0.227	0.3	0.7	distance
marine	6	closed	FALSE	0.229	0.3	0.7	distance
marine	7	closed	FALSE	0.226	0.3	0.7	distance
marine	8	closed	FALSE	0.228	0.3	0.7	distance
marine	9	closed	FALSE	0.231	0.3	0.7	distance
marine	10	closed	FALSE	0.23	0.3	0.7	distance
marine	11	closed	FALSE	0.225	0.3	0.7	distance
marine	12	closed	FALSE	0.231	0.3	0.7	distance
marine	13	closed	FALSE	0.229	0.3	0.7	distance
marine	14	closed	FALSE	0.231	0.3	0.7	distance
marine	15	closed	FALSE	0.228	0.3	0.7	distance
marine	16	closed	FALSE	0.229	0.3	0.7	distance
marine	17	closed	FALSE	0.227	0.3	0.7	distance
marine	18	closed	FALSE	0.228	0.3	0.7	distance
marine	19	closed	FALSE	0.231	0.3	0.7	distance
marine	20	closed	FALSE	0.226	0.3	0.7	distance
mouse	1	closed	FALSE	0.933	0.3	0.7	simple
mouse	2	closed	FALSE	0.934	0.3	0.7	simple
mouse	3	closed	FALSE	0.936	0.3	0.7	simple
mouse	4	closed	FALSE	0.937	0.3	0.7	simple
mouse	5	closed	FALSE	0.936	0.3	0.7	simple
mouse	6	closed	FALSE	0.935	0.3	0.7	simple
mouse	7	closed	FALSE	0.937	0.3	0.7	simple
mouse	8	closed	FALSE	0.938	0.3	0.7	simple
mouse	9	closed	FALSE	0.935	0.3	0.7	simple
mouse	10	closed	FALSE	0.938	0.3	0.7	simple
mouse	11	closed	FALSE	0.935	0.3	0.7	simple
mouse	12	closed	FALSE	0.938	0.3	0.7	simple
mouse	13	closed	FALSE	0.932	0.3	0.7	simple
mouse	14	closed	FALSE	0.937	0.3	0.7	simple
mouse	15	closed	FALSE	0.937	0.3	0.7	simple
mouse	16	closed	FALSE	0.934	0.3	0.7	simple
mouse	17	closed	FALSE	0.936	0.3	0.7	simple
mouse	18	closed	FALSE	0.937	0.3	0.7	simple
mouse	19	closed	FALSE	0.937	0.3	0.7	simple
mouse	20	closed	FALSE	0.933	0.3	0.7	simple
mouse	1	closed	FALSE	0.923	0.3	0.7	abundance
mouse	2	closed	FALSE	0.927	0.3	0.7	abundance
mouse	3	closed	FALSE	0.923	0.3	0.7	abundance
mouse	4	closed	FALSE	0.923	0.3	0.7	abundance
mouse	5	closed	FALSE	0.924	0.3	0.7	abundance
mouse	6	closed	FALSE	0.924	0.3	0.7	abundance
mouse	7	closed	FALSE	0.919	0.3	0.7	abundance
mouse	8	closed	FALSE	0.925	0.3	0.7	abundance
mouse	9	closed	FALSE	0.926	0.3	0.7	abundance
mouse	10	closed	FALSE	0.923	0.3	0.7	abundance
mouse	11	closed	FALSE	0.924	0.3	0.7	abundance
mouse	12	closed	FALSE	0.924	0.3	0.7	abundance
mouse	13	closed	FALSE	0.922	0.3	0.7	abundance
mouse	14	closed	FALSE	0.924	0.3	0.7	abundance
mouse	15	closed	FALSE	0.925	0.3	0.7	abundance
mouse	16	closed	FALSE	0.924	0.3	0.7	abundance
mouse	17	closed	FALSE	0.924	0.3	0.7	abundance
mouse	18	closed	FALSE	0.925	0.3	0.7	abundance
mouse	19	closed	FALSE	0.924	0.3	0.7	abundance
mouse	20	closed	FALSE	0.923	0.3	0.7	abundance
mouse	1	closed	FALSE	0.658	0.3	0.7	distance
mouse	2	closed	FALSE	0.665	0.3	0.7	distance
mouse	3	closed	FALSE	0.656	0.3	0.7	distance
mouse	4	closed	FALSE	0.658	0.3	0.7	distance
mouse	5	closed	FALSE	0.661	0.3	0.7	distance
mouse	6	closed	FALSE	0.66	0.3	0.7	distance
mouse	7	closed	FALSE	0.653	0.3	0.7	distance
mouse	8	closed	FALSE	0.658	0.3	0.7	distance
mouse	9	closed	FALSE	0.659	0.3	0.7	distance
mouse	10	closed	FALSE	0.655	0.3	0.7	distance
mouse	11	closed	FALSE	0.651	0.3	0.7	distance
mouse	12	closed	FALSE	0.657	0.3	0.7	distance
mouse	13	closed	FALSE	0.661	0.3	0.7	distance
mouse	14	closed	FALSE	0.655	0.3	0.7	distance
mouse	15	closed	FALSE	0.657	0.3	0.7	distance
mouse	16	closed	FALSE	0.651	0.3	0.7	distance
mouse	17	closed	FALSE	0.657	0.3	0.7	distance
mouse	18	closed	FALSE	0.653	0.3	0.7	distance
mouse	19	closed	FALSE	0.654	0.3	0.7	distance
mouse	20	closed	FALSE	0.655	0.3	0.7	distance
soil	1	closed	FALSE	0.757	0.3	0.7	simple
soil	2	closed	FALSE	0.758	0.3	0.7	simple
soil	3	closed	FALSE	0.756	0.3	0.7	simple
soil	4	closed	FALSE	0.76	0.3	0.7	simple
soil	5	closed	FALSE	0.758	0.3	0.7	simple
soil	6	closed	FALSE	0.756	0.3	0.7	simple
soil	7	closed	FALSE	0.756	0.3	0.7	simple
soil	8	closed	FALSE	0.759	0.3	0.7	simple
soil	9	closed	FALSE	0.758	0.3	0.7	simple
soil	10	closed	FALSE	0.757	0.3	0.7	simple
soil	11	closed	FALSE	0.759	0.3	0.7	simple
soil	12	closed	FALSE	0.755	0.3	0.7	simple
soil	13	closed	FALSE	0.759	0.3	0.7	simple
soil	14	closed	FALSE	0.754	0.3	0.7	simple
soil	15	closed	FALSE	0.758	0.3	0.7	simple
soil	16	closed	FALSE	0.756	0.3	0.7	simple
soil	17	closed	FALSE	0.759	0.3	0.7	simple
soil	18	closed	FALSE	0.756	0.3	0.7	simple
soil	19	closed	FALSE	0.759	0.3	0.7	simple
soil	20	closed	FALSE	0.755	0.3	0.7	simple
soil	1	closed	FALSE	0.736	0.3	0.7	abundance
soil	2	closed	FALSE	0.738	0.3	0.7	abundance
soil	3	closed	FALSE	0.735	0.3	0.7	abundance
soil	4	closed	FALSE	0.734	0.3	0.7	abundance
soil	5	closed	FALSE	0.736	0.3	0.7	abundance
soil	6	closed	FALSE	0.74	0.3	0.7	abundance
soil	7	closed	FALSE	0.736	0.3	0.7	abundance
soil	8	closed	FALSE	0.736	0.3	0.7	abundance
soil	9	closed	FALSE	0.736	0.3	0.7	abundance
soil	10	closed	FALSE	0.734	0.3	0.7	abundance
soil	11	closed	FALSE	0.738	0.3	0.7	abundance
soil	12	closed	FALSE	0.737	0.3	0.7	abundance
soil	13	closed	FALSE	0.734	0.3	0.7	abundance
soil	14	closed	FALSE	0.735	0.3	0.7	abundance
soil	15	closed	FALSE	0.736	0.3	0.7	abundance
soil	16	closed	FALSE	0.736	0.3	0.7	abundance
soil	17	closed	FALSE	0.737	0.3	0.7	abundance
soil	18	closed	FALSE	0.736	0.3	0.7	abundance
soil	19	closed	FALSE	0.738	0.3	0.7	abundance
soil	20	closed	FALSE	0.738	0.3	0.7	abundance
soil	1	closed	FALSE	0.269	0.3	0.7	distance
soil	2	closed	FALSE	0.272	0.3	0.7	distance
soil	3	closed	FALSE	0.266	0.3	0.7	distance
soil	4	closed	FALSE	0.269	0.3	0.7	distance
soil	5	closed	FALSE	0.273	0.3	0.7	distance
soil	6	closed	FALSE	0.269	0.3	0.7	distance
soil	7	closed	FALSE	0.269	0.3	0.7	distance
soil	8	closed	FALSE	0.269	0.3	0.7	distance
soil	9	closed	FALSE	0.268	0.3	0.7	distance
soil	10	closed	FALSE	0.269	0.3	0.7	distance
soil	11	closed	FALSE	0.269	0.3	0.7	distance
soil	12	closed	FALSE	0.269	0.3	0.7	distance
soil	13	closed	FALSE	0.269	0.3	0.7	distance
soil	14	closed	FALSE	0.268	0.3	0.7	distance
soil	15	closed	FALSE	0.267	0.3	0.7	distance
soil	16	closed	FALSE	0.27	0.3	0.7	distance
soil	17	closed	FALSE	0.269	0.3	0.7	distance
soil	18	closed	FALSE	0.267	0.3	0.7	distance
soil	19	closed	FALSE	0.27	0.3	0.7	distance
soil	20	closed	FALSE	0.267	0.3	0.7	distance
human	1	closed	FALSE	0.92	0.2	0.8	simple
human	2	closed	FALSE	0.92	0.2	0.8	simple
human	3	closed	FALSE	0.921	0.2	0.8	simple
human	4	closed	FALSE	0.919	0.2	0.8	simple
human	5	closed	FALSE	0.919	0.2	0.8	simple
human	6	closed	FALSE	0.922	0.2	0.8	simple
human	7	closed	FALSE	0.92	0.2	0.8	simple
human	8	closed	FALSE	0.92	0.2	0.8	simple
human	9	closed	FALSE	0.92	0.2	0.8	simple
human	10	closed	FALSE	0.921	0.2	0.8	simple
human	11	closed	FALSE	0.921	0.2	0.8	simple
human	12	closed	FALSE	0.922	0.2	0.8	simple
human	13	closed	FALSE	0.922	0.2	0.8	simple
human	14	closed	FALSE	0.923	0.2	0.8	simple
human	15	closed	FALSE	0.92	0.2	0.8	simple
human	16	closed	FALSE	0.92	0.2	0.8	simple
human	17	closed	FALSE	0.92	0.2	0.8	simple
human	18	closed	FALSE	0.921	0.2	0.8	simple
human	19	closed	FALSE	0.922	0.2	0.8	simple
human	20	closed	FALSE	0.919	0.2	0.8	simple
human	1	closed	FALSE	0.913	0.2	0.8	abundance
human	2	closed	FALSE	0.913	0.2	0.8	abundance
human	3	closed	FALSE	0.914	0.2	0.8	abundance
human	4	closed	FALSE	0.913	0.2	0.8	abundance
human	5	closed	FALSE	0.913	0.2	0.8	abundance
human	6	closed	FALSE	0.912	0.2	0.8	abundance
human	7	closed	FALSE	0.913	0.2	0.8	abundance
human	8	closed	FALSE	0.915	0.2	0.8	abundance
human	9	closed	FALSE	0.913	0.2	0.8	abundance
human	10	closed	FALSE	0.914	0.2	0.8	abundance
human	11	closed	FALSE	0.912	0.2	0.8	abundance
human	12	closed	FALSE	0.914	0.2	0.8	abundance
human	13	closed	FALSE	0.913	0.2	0.8	abundance
human	14	closed	FALSE	0.915	0.2	0.8	abundance
human	15	closed	FALSE	0.914	0.2	0.8	abundance
human	16	closed	FALSE	0.915	0.2	0.8	abundance
human	17	closed	FALSE	0.913	0.2	0.8	abundance
human	18	closed	FALSE	0.913	0.2	0.8	abundance
human	19	closed	FALSE	0.913	0.2	0.8	abundance
human	20	closed	FALSE	0.915	0.2	0.8	abundance
human	1	closed	FALSE	0.511	0.2	0.8	distance
human	2	closed	FALSE	0.511	0.2	0.8	distance
human	3	closed	FALSE	0.513	0.2	0.8	distance
human	4	closed	FALSE	0.509	0.2	0.8	distance
human	5	closed	FALSE	0.513	0.2	0.8	distance
human	6	closed	FALSE	0.51	0.2	0.8	distance
human	7	closed	FALSE	0.512	0.2	0.8	distance
human	8	closed	FALSE	0.51	0.2	0.8	distance
human	9	closed	FALSE	0.516	0.2	0.8	distance
human	10	closed	FALSE	0.511	0.2	0.8	distance
human	11	closed	FALSE	0.509	0.2	0.8	distance
human	12	closed	FALSE	0.509	0.2	0.8	distance
human	13	closed	FALSE	0.51	0.2	0.8	distance
human	14	closed	FALSE	0.51	0.2	0.8	distance
human	15	closed	FALSE	0.508	0.2	0.8	distance
human	16	closed	FALSE	0.514	0.2	0.8	distance
human	17	closed	FALSE	0.512	0.2	0.8	distance
human	18	closed	FALSE	0.515	0.2	0.8	distance
human	19	closed	FALSE	0.509	0.2	0.8	distance
human	20	closed	FALSE	0.513	0.2	0.8	distance
marine	1	closed	FALSE	0.755	0.2	0.8	simple
marine	2	closed	FALSE	0.753	0.2	0.8	simple
marine	3	closed	FALSE	0.752	0.2	0.8	simple
marine	4	closed	FALSE	0.754	0.2	0.8	simple
marine	5	closed	FALSE	0.752	0.2	0.8	simple
marine	6	closed	FALSE	0.757	0.2	0.8	simple
marine	7	closed	FALSE	0.76	0.2	0.8	simple
marine	8	closed	FALSE	0.757	0.2	0.8	simple
marine	9	closed	FALSE	0.756	0.2	0.8	simple
marine	10	closed	FALSE	0.751	0.2	0.8	simple
marine	11	closed	FALSE	0.754	0.2	0.8	simple
marine	12	closed	FALSE	0.755	0.2	0.8	simple
marine	13	closed	FALSE	0.756	0.2	0.8	simple
marine	14	closed	FALSE	0.755	0.2	0.8	simple
marine	15	closed	FALSE	0.753	0.2	0.8	simple
marine	16	closed	FALSE	0.754	0.2	0.8	simple
marine	17	closed	FALSE	0.751	0.2	0.8	simple
marine	18	closed	FALSE	0.752	0.2	0.8	simple
marine	19	closed	FALSE	0.756	0.2	0.8	simple
marine	20	closed	FALSE	0.753	0.2	0.8	simple
marine	1	closed	FALSE	0.739	0.2	0.8	abundance
marine	2	closed	FALSE	0.744	0.2	0.8	abundance
marine	3	closed	FALSE	0.74	0.2	0.8	abundance
marine	4	closed	FALSE	0.736	0.2	0.8	abundance
marine	5	closed	FALSE	0.738	0.2	0.8	abundance
marine	6	closed	FALSE	0.743	0.2	0.8	abundance
marine	7	closed	FALSE	0.738	0.2	0.8	abundance
marine	8	closed	FALSE	0.744	0.2	0.8	abundance
marine	9	closed	FALSE	0.737	0.2	0.8	abundance
marine	10	closed	FALSE	0.737	0.2	0.8	abundance
marine	11	closed	FALSE	0.739	0.2	0.8	abundance
marine	12	closed	FALSE	0.74	0.2	0.8	abundance
marine	13	closed	FALSE	0.737	0.2	0.8	abundance
marine	14	closed	FALSE	0.734	0.2	0.8	abundance
marine	15	closed	FALSE	0.741	0.2	0.8	abundance
marine	16	closed	FALSE	0.736	0.2	0.8	abundance
marine	17	closed	FALSE	0.74	0.2	0.8	abundance
marine	18	closed	FALSE	0.741	0.2	0.8	abundance
marine	19	closed	FALSE	0.741	0.2	0.8	abundance
marine	20	closed	FALSE	0.738	0.2	0.8	abundance
marine	1	closed	FALSE	0.112	0.2	0.8	distance
marine	2	closed	FALSE	0.115	0.2	0.8	distance
marine	3	closed	FALSE	0.114	0.2	0.8	distance
marine	4	closed	FALSE	0.113	0.2	0.8	distance
marine	5	closed	FALSE	0.113	0.2	0.8	distance
marine	6	closed	FALSE	0.116	0.2	0.8	distance
marine	7	closed	FALSE	0.112	0.2	0.8	distance
marine	8	closed	FALSE	0.114	0.2	0.8	distance
marine	9	closed	FALSE	0.113	0.2	0.8	distance
marine	10	closed	FALSE	0.113	0.2	0.8	distance
marine	11	closed	FALSE	0.114	0.2	0.8	distance
marine	12	closed	FALSE	0.115	0.2	0.8	distance
marine	13	closed	FALSE	0.114	0.2	0.8	distance
marine	14	closed	FALSE	0.112	0.2	0.8	distance
marine	15	closed	FALSE	0.113	0.2	0.8	distance
marine	16	closed	FALSE	0.114	0.2	0.8	distance
marine	17	closed	FALSE	0.114	0.2	0.8	distance
marine	18	closed	FALSE	0.115	0.2	0.8	distance
marine	19	closed	FALSE	0.113	0.2	0.8	distance
marine	20	closed	FALSE	0.112	0.2	0.8	distance
mouse	1	closed	FALSE	0.941	0.2	0.8	simple
mouse	2	closed	FALSE	0.939	0.2	0.8	simple
mouse	3	closed	FALSE	0.942	0.2	0.8	simple
mouse	4	closed	FALSE	0.943	0.2	0.8	simple
mouse	5	closed	FALSE	0.941	0.2	0.8	simple
mouse	6	closed	FALSE	0.942	0.2	0.8	simple
mouse	7	closed	FALSE	0.942	0.2	0.8	simple
mouse	8	closed	FALSE	0.94	0.2	0.8	simple
mouse	9	closed	FALSE	0.941	0.2	0.8	simple
mouse	10	closed	FALSE	0.943	0.2	0.8	simple
mouse	11	closed	FALSE	0.941	0.2	0.8	simple
mouse	12	closed	FALSE	0.939	0.2	0.8	simple
mouse	13	closed	FALSE	0.941	0.2	0.8	simple
mouse	14	closed	FALSE	0.945	0.2	0.8	simple
mouse	15	closed	FALSE	0.942	0.2	0.8	simple
mouse	16	closed	FALSE	0.94	0.2	0.8	simple
mouse	17	closed	FALSE	0.941	0.2	0.8	simple
mouse	18	closed	FALSE	0.944	0.2	0.8	simple
mouse	19	closed	FALSE	0.944	0.2	0.8	simple
mouse	20	closed	FALSE	0.94	0.2	0.8	simple
mouse	1	closed	FALSE	0.93	0.2	0.8	abundance
mouse	2	closed	FALSE	0.928	0.2	0.8	abundance
mouse	3	closed	FALSE	0.93	0.2	0.8	abundance
mouse	4	closed	FALSE	0.929	0.2	0.8	abundance
mouse	5	closed	FALSE	0.933	0.2	0.8	abundance
mouse	6	closed	FALSE	0.931	0.2	0.8	abundance
mouse	7	closed	FALSE	0.929	0.2	0.8	abundance
mouse	8	closed	FALSE	0.932	0.2	0.8	abundance
mouse	9	closed	FALSE	0.925	0.2	0.8	abundance
mouse	10	closed	FALSE	0.928	0.2	0.8	abundance
mouse	11	closed	FALSE	0.931	0.2	0.8	abundance
mouse	12	closed	FALSE	0.931	0.2	0.8	abundance
mouse	13	closed	FALSE	0.931	0.2	0.8	abundance
mouse	14	closed	FALSE	0.933	0.2	0.8	abundance
mouse	15	closed	FALSE	0.93	0.2	0.8	abundance
mouse	16	closed	FALSE	0.93	0.2	0.8	abundance
mouse	17	closed	FALSE	0.93	0.2	0.8	abundance
mouse	18	closed	FALSE	0.932	0.2	0.8	abundance
mouse	19	closed	FALSE	0.931	0.2	0.8	abundance
mouse	20	closed	FALSE	0.932	0.2	0.8	abundance
mouse	1	closed	FALSE	0.6	0.2	0.8	distance
mouse	2	closed	FALSE	0.604	0.2	0.8	distance
mouse	3	closed	FALSE	0.6	0.2	0.8	distance
mouse	4	closed	FALSE	0.604	0.2	0.8	distance
mouse	5	closed	FALSE	0.594	0.2	0.8	distance
mouse	6	closed	FALSE	0.604	0.2	0.8	distance
mouse	7	closed	FALSE	0.604	0.2	0.8	distance
mouse	8	closed	FALSE	0.602	0.2	0.8	distance
mouse	9	closed	FALSE	0.608	0.2	0.8	distance
mouse	10	closed	FALSE	0.599	0.2	0.8	distance
mouse	11	closed	FALSE	0.601	0.2	0.8	distance
mouse	12	closed	FALSE	0.596	0.2	0.8	distance
mouse	13	closed	FALSE	0.607	0.2	0.8	distance
mouse	14	closed	FALSE	0.61	0.2	0.8	distance
mouse	15	closed	FALSE	0.603	0.2	0.8	distance
mouse	16	closed	FALSE	0.602	0.2	0.8	distance
mouse	17	closed	FALSE	0.605	0.2	0.8	distance
mouse	18	closed	FALSE	0.605	0.2	0.8	distance
mouse	19	closed	FALSE	0.599	0.2	0.8	distance
mouse	20	closed	FALSE	0.607	0.2	0.8	distance
soil	1	closed	FALSE	0.77	0.2	0.8	simple
soil	2	closed	FALSE	0.769	0.2	0.8	simple
soil	3	closed	FALSE	0.769	0.2	0.8	simple
soil	4	closed	FALSE	0.77	0.2	0.8	simple
soil	5	closed	FALSE	0.769	0.2	0.8	simple
soil	6	closed	FALSE	0.767	0.2	0.8	simple
soil	7	closed	FALSE	0.766	0.2	0.8	simple
soil	8	closed	FALSE	0.769	0.2	0.8	simple
soil	9	closed	FALSE	0.771	0.2	0.8	simple
soil	10	closed	FALSE	0.77	0.2	0.8	simple
soil	11	closed	FALSE	0.77	0.2	0.8	simple
soil	12	closed	FALSE	0.764	0.2	0.8	simple
soil	13	closed	FALSE	0.768	0.2	0.8	simple
soil	14	closed	FALSE	0.767	0.2	0.8	simple
soil	15	closed	FALSE	0.768	0.2	0.8	simple
soil	16	closed	FALSE	0.768	0.2	0.8	simple
soil	17	closed	FALSE	0.769	0.2	0.8	simple
soil	18	closed	FALSE	0.768	0.2	0.8	simple
soil	19	closed	FALSE	0.772	0.2	0.8	simple
soil	20	closed	FALSE	0.766	0.2	0.8	simple
soil	1	closed	FALSE	0.749	0.2	0.8	abundance
soil	2	closed	FALSE	0.751	0.2	0.8	abundance
soil	3	closed	FALSE	0.749	0.2	0.8	abundance
soil	4	closed	FALSE	0.745	0.2	0.8	abundance
soil	5	closed	FALSE	0.745	0.2	0.8	abundance
soil	6	closed	FALSE	0.747	0.2	0.8	abundance
soil	7	closed	FALSE	0.75	0.2	0.8	abundance
soil	8	closed	FALSE	0.747	0.2	0.8	abundance
soil	9	closed	FALSE	0.746	0.2	0.8	abundance
soil	10	closed	FALSE	0.75	0.2	0.8	abundance
soil	11	closed	FALSE	0.748	0.2	0.8	abundance
soil	12	closed	FALSE	0.746	0.2	0.8	abundance
soil	13	closed	FALSE	0.746	0.2	0.8	abundance
soil	14	closed	FALSE	0.744	0.2	0.8	abundance
soil	15	closed	FALSE	0.746	0.2	0.8	abundance
soil	16	closed	FALSE	0.748	0.2	0.8	abundance
soil	17	closed	FALSE	0.747	0.2	0.8	abundance
soil	18	closed	FALSE	0.752	0.2	0.8	abundance
soil	19	closed	FALSE	0.747	0.2	0.8	abundance
soil	20	closed	FALSE	0.746	0.2	0.8	abundance
soil	1	closed	FALSE	0.145	0.2	0.8	distance
soil	2	closed	FALSE	0.144	0.2	0.8	distance
soil	3	closed	FALSE	0.145	0.2	0.8	distance
soil	4	closed	FALSE	0.146	0.2	0.8	distance
soil	5	closed	FALSE	0.145	0.2	0.8	distance
soil	6	closed	FALSE	0.146	0.2	0.8	distance
soil	7	closed	FALSE	0.145	0.2	0.8	distance
soil	8	closed	FALSE	0.146	0.2	0.8	distance
soil	9	closed	FALSE	0.147	0.2	0.8	distance
soil	10	closed	FALSE	0.146	0.2	0.8	distance
soil	11	closed	FALSE	0.146	0.2	0.8	distance
soil	12	closed	FALSE	0.143	0.2	0.8	distance
soil	13	closed	FALSE	0.145	0.2	0.8	distance
soil	14	closed	FALSE	0.143	0.2	0.8	distance
soil	15	closed	FALSE	0.146	0.2	0.8	distance
soil	16	closed	FALSE	0.147	0.2	0.8	distance
soil	17	closed	FALSE	0.145	0.2	0.8	distance
soil	18	closed	FALSE	0.147	0.2	0.8	distance
soil	19	closed	FALSE	0.143	0.2	0.8	distance
soil	20	closed	FALSE	0.145	0.2	0.8	distance
